Date,City,Water_Usage,Water_Loss,Reservoir_Level,Daily_Supply,Water_Quality
2025-02-09,Mumbai,942.3,17.1,20.0,1103.8,70.2
2025-02-10,Mumbai,972.9,19.4,20.2,1162.1,70.1
2025-02-11,Mumbai,956.3,16.3,20.0,1112.5,70.1
2025-02-12,Mumbai,888.8,17.7,20.0,1045.8,69.3
2025-02-13,Mumbai,970.2,17.2,47.8,1137.2,65.9
2025-02-14,Mumbai,986.4,16.8,69.1,1151.7,66.0
2025-02-15,Mumbai,945.8,20.2,61.3,1136.6,71.2
2025-02-16,Mumbai,914.8,16.5,52.2,1065.4,70.8
2025-02-17,Mumbai,957.6,17.1,42.6,1121.6,70.3
2025-02-18,Mumbai,913.2,18.3,33.5,1080.1,68.9
2025-02-19,Mumbai,1029.4,17.4,65.5,1208.0,65.5
2025-02-20,Mumbai,993.7,17.3,79.6,1165.7,68.0
2025-02-21,Mumbai,958.6,18.2,70.1,1133.1,69.8
2025-02-22,Mumbai,910.7,17.8,66.3,1073.2,69.8
2025-02-23,Mumbai,906.0,20.0,100.0,1086.8,63.6
2025-02-24,Mumbai,1013.1,17.8,90.0,1193.8,71.9
2025-02-25,Mumbai,953.8,19.1,80.5,1136.4,69.8
2025-02-26,Mumbai,905.7,18.7,71.5,1075.1,71.0
2025-02-27,Mumbai,971.2,17.0,61.8,1136.2,69.4
2025-02-28,Mumbai,1009.8,17.2,52.0,1183.5,70.8
2025-03-01,Mumbai,963.8,19.0,42.3,1147.0,69.8
2025-03-02,Mumbai,935.7,17.0,32.8,1095.1,69.9
2025-03-03,Mumbai,975.1,19.9,23.0,1169.5,68.0
2025-03-04,Mumbai,967.1,18.2,23.6,1143.3,70.3
2025-03-05,Mumbai,917.1,15.9,20.0,1062.8,70.7
2025-03-06,Mumbai,1000.6,17.8,20.0,1179.1,71.1
2025-03-07,Mumbai,974.5,17.2,41.6,1142.1,66.7
2025-03-08,Mumbai,931.6,18.3,31.9,1102.1,69.7
2025-03-09,Mumbai,945.3,16.6,22.5,1102.5,69.7
2025-03-10,Mumbai,977.3,17.4,20.0,1147.1,69.4
2025-03-11,Mumbai,954.3,21.1,20.0,1155.3,70.4
2025-03-12,Mumbai,937.7,18.7,20.0,1112.8,69.6
2025-03-13,Mumbai,985.0,19.3,20.0,1175.0,71.6
2025-03-14,Mumbai,934.1,18.7,20.0,1109.2,71.3
2025-03-15,Mumbai,1030.9,17.4,20.0,1209.9,69.2
2025-03-16,Mumbai,1011.4,18.1,20.0,1194.2,71.6
2025-03-17,Mumbai,971.8,17.1,20.0,1138.1,69.6
2025-03-18,Mumbai,975.9,17.1,20.0,1143.2,70.5
2025-03-19,Mumbai,990.4,16.9,100.0,1158.2,60.0
2025-03-20,Mumbai,948.3,18.3,90.9,1121.9,69.4
2025-03-21,Mumbai,999.5,17.9,80.9,1178.6,71.5
2025-03-22,Mumbai,1043.1,16.0,70.5,1209.8,68.6
2025-03-23,Mumbai,992.4,15.1,60.6,1141.9,70.4
2025-03-24,Mumbai,968.1,17.0,51.0,1132.4,69.9
2025-03-25,Mumbai,989.1,19.3,41.1,1179.5,68.3
2025-03-26,Mumbai,975.1,15.5,31.3,1125.9,70.4
2025-03-27,Mumbai,1039.7,18.0,20.9,1226.7,69.3
2025-03-28,Mumbai,984.8,17.9,20.0,1160.9,70.0
2025-03-29,Mumbai,973.3,17.1,20.0,1139.3,70.9
2025-03-30,Mumbai,990.7,16.9,21.8,1158.6,69.6
2025-03-31,Mumbai,1002.1,18.5,20.0,1187.9,69.0
2025-04-01,Mumbai,1009.2,17.8,20.0,1189.1,69.6
2025-04-02,Mumbai,940.0,17.8,20.0,1107.0,69.2
2025-04-03,Mumbai,992.9,16.5,20.0,1156.4,68.4
2025-04-04,Mumbai,1021.0,18.6,20.0,1210.8,68.9
2025-04-05,Mumbai,958.4,17.7,20.0,1128.0,69.6
2025-04-06,Mumbai,931.1,17.3,20.0,1091.9,68.8
2025-04-07,Mumbai,929.2,18.6,20.0,1102.5,69.0
2025-04-08,Mumbai,992.4,16.7,21.8,1158.4,70.4
2025-04-09,Mumbai,1002.8,18.4,28.6,1187.0,68.3
2025-04-10,Mumbai,956.6,19.4,20.0,1142.6,70.6
2025-04-11,Mumbai,964.1,17.6,23.6,1133.4,70.6
2025-04-12,Mumbai,958.9,19.0,20.0,1140.8,70.4
2025-04-13,Mumbai,1027.4,17.3,28.0,1205.1,68.9
2025-04-14,Mumbai,940.4,16.4,20.0,1095.0,70.1
2025-04-15,Mumbai,967.6,20.9,20.0,1169.8,69.1
2025-04-16,Mumbai,959.4,19.2,20.0,1143.6,69.0
2025-04-17,Mumbai,987.5,19.2,20.0,1176.7,71.4
2025-04-18,Mumbai,1013.0,20.8,23.1,1223.4,70.1
2025-04-19,Mumbai,978.4,17.2,20.0,1146.3,70.4
2025-04-20,Mumbai,993.2,17.0,20.0,1162.4,70.2
2025-04-21,Mumbai,960.3,16.6,20.0,1120.2,69.5
2025-04-22,Mumbai,1107.9,19.1,20.0,1319.4,71.1
2025-04-23,Mumbai,993.3,17.0,20.0,1162.1,68.9
2025-04-24,Mumbai,991.3,16.7,20.3,1156.6,68.4
2025-04-25,Mumbai,968.4,19.8,20.0,1159.7,68.8
2025-04-26,Mumbai,974.4,17.7,48.0,1146.7,66.1
2025-04-27,Mumbai,996.9,17.6,58.0,1172.7,68.4
2025-04-28,Mumbai,999.0,18.5,55.1,1184.0,70.0
2025-04-29,Mumbai,979.2,18.3,54.2,1158.4,68.7
2025-04-30,Mumbai,1005.4,16.6,44.2,1172.1,70.3
2025-05-01,Mumbai,1038.7,15.9,33.6,1204.3,69.9
2025-05-02,Mumbai,1023.0,19.9,23.6,1226.3,71.9
2025-05-03,Mumbai,985.9,17.8,20.0,1161.4,69.7
2025-05-04,Mumbai,987.9,18.3,20.0,1168.7,69.5
2025-05-05,Mumbai,1035.9,17.3,20.0,1214.8,70.7
2025-05-06,Mumbai,995.7,20.1,20.0,1196.0,70.6
2025-05-07,Mumbai,999.5,18.3,28.5,1182.6,67.7
2025-05-08,Mumbai,975.1,17.9,20.0,1149.3,71.0
2025-05-09,Mumbai,1030.1,20.4,69.9,1239.8,65.4
2025-05-10,Mumbai,1080.6,18.1,79.6,1275.8,67.4
2025-05-11,Mumbai,1025.0,17.8,79.1,1207.1,69.2
2025-05-12,Mumbai,937.4,16.7,69.7,1094.1,69.0
2025-05-13,Mumbai,974.2,17.8,100.0,1147.9,64.8
2025-05-14,Mumbai,990.0,17.0,90.2,1158.0,70.7
2025-05-15,Mumbai,1020.5,15.4,80.1,1177.3,70.0
2025-05-16,Mumbai,1004.4,20.7,79.5,1211.9,68.0
2025-05-17,Mumbai,986.3,17.3,72.0,1157.2,68.9
2025-05-18,Mumbai,1017.5,19.3,72.7,1214.3,69.8
2025-05-19,Mumbai,1035.9,15.9,77.5,1200.4,67.5
2025-05-20,Mumbai,1083.0,20.0,96.9,1299.2,67.7
2025-05-21,Mumbai,1017.9,17.9,86.7,1200.5,70.5
2025-05-22,Mumbai,965.0,18.0,77.1,1138.5,69.9
2025-05-23,Mumbai,1060.4,20.6,67.3,1278.8,69.7
2025-05-24,Mumbai,963.6,17.9,57.7,1136.5,69.0
2025-05-25,Mumbai,1068.0,18.0,46.9,1259.8,70.9
2025-05-26,Mumbai,984.0,16.0,37.3,1141.7,67.8
2025-05-27,Mumbai,1034.4,19.7,37.7,1238.1,68.3
2025-05-28,Mumbai,985.0,18.4,66.8,1166.0,68.6
2025-05-29,Mumbai,993.8,18.9,75.6,1181.2,66.9
2025-05-30,Mumbai,1043.9,18.0,65.3,1232.0,70.2
2025-05-31,Mumbai,998.7,20.6,55.3,1204.7,71.4
2025-06-01,Mumbai,1061.3,19.4,50.2,1267.2,69.0
2025-06-02,Mumbai,928.0,20.9,51.7,1122.2,68.3
2025-06-03,Mumbai,1009.7,17.5,41.6,1186.8,71.1
2025-06-04,Mumbai,1073.2,16.6,31.4,1251.3,69.9
2025-06-05,Mumbai,974.9,18.0,68.5,1150.4,67.2
2025-06-06,Mumbai,1077.2,18.6,57.7,1277.3,70.9
2025-06-07,Mumbai,1011.6,18.5,47.5,1198.9,70.6
2025-06-08,Mumbai,1038.0,17.0,37.1,1214.6,69.3
2025-06-09,Mumbai,994.8,18.0,39.2,1173.7,67.6
2025-06-10,Mumbai,984.0,17.5,29.4,1155.7,70.3
2025-06-11,Mumbai,1025.8,18.2,62.6,1212.1,66.4
2025-06-12,Mumbai,1038.3,17.5,52.2,1220.0,69.9
2025-06-13,Mumbai,1066.9,18.5,41.6,1264.8,69.9
2025-06-14,Mumbai,1062.4,17.5,59.5,1248.1,65.7
2025-06-15,Mumbai,1067.2,17.8,48.9,1257.4,68.6
2025-06-16,Mumbai,1044.1,17.1,38.6,1222.7,70.3
2025-06-17,Mumbai,1040.3,17.8,48.0,1225.0,69.4
2025-06-18,Mumbai,990.8,20.3,38.3,1192.0,68.0
2025-06-19,Mumbai,1074.8,18.5,27.5,1273.2,68.7
2025-06-20,Mumbai,1070.9,16.5,45.0,1247.3,68.4
2025-06-21,Mumbai,1091.1,18.3,36.3,1290.4,70.5
2025-06-22,Mumbai,1008.3,18.1,53.1,1190.8,67.5
2025-06-23,Mumbai,1036.1,18.5,42.7,1228.1,70.9
2025-06-24,Mumbai,969.5,18.4,33.1,1147.8,70.8
2025-06-25,Mumbai,1006.2,17.2,27.1,1179.7,69.1
2025-06-26,Mumbai,974.5,16.0,28.6,1130.8,68.9
2025-06-27,Mumbai,1011.2,18.2,20.0,1195.3,70.3
2025-06-28,Mumbai,1077.6,15.7,20.0,1246.4,70.6
2025-06-29,Mumbai,978.9,19.3,20.0,1167.9,69.5
2025-06-30,Mumbai,1085.6,16.0,20.0,1259.4,70.3
2025-07-01,Mumbai,1050.3,18.5,20.0,1244.2,69.7
2025-07-02,Mumbai,1067.2,20.9,20.0,1289.9,70.3
2025-07-03,Mumbai,999.9,18.4,20.0,1183.7,70.1
2025-07-04,Mumbai,1002.2,16.5,20.0,1167.3,70.4
2025-07-05,Mumbai,1072.3,17.5,20.0,1259.5,69.0
2025-07-06,Mumbai,1039.3,17.8,20.0,1223.9,69.6
2025-07-07,Mumbai,1053.7,18.1,20.0,1244.6,70.1
2025-07-08,Mumbai,1067.6,17.5,45.7,1254.0,67.2
2025-07-09,Mumbai,999.9,18.5,35.7,1184.7,70.8
2025-07-10,Mumbai,1012.0,17.4,26.5,1187.9,70.8
2025-07-11,Mumbai,1103.9,16.4,50.4,1284.5,67.0
2025-07-12,Mumbai,972.8,17.5,44.2,1143.3,69.5
2025-07-13,Mumbai,1081.7,18.2,33.5,1278.9,70.2
2025-07-14,Mumbai,1014.5,19.4,23.3,1210.8,70.0
2025-07-15,Mumbai,1012.2,18.6,20.0,1200.7,70.5
2025-07-16,Mumbai,1070.5,16.3,20.0,1245.4,70.2
2025-07-17,Mumbai,1038.2,16.5,20.0,1208.9,70.1
2025-07-18,Mumbai,953.8,17.8,20.0,1123.5,70.3
2025-07-19,Mumbai,1058.1,16.4,20.0,1232.1,69.0
2025-07-20,Mumbai,1032.2,18.5,20.0,1223.0,70.7
2025-07-21,Mumbai,1034.6,19.6,20.0,1237.1,69.9
2025-07-22,Mumbai,1019.3,17.1,20.7,1193.7,69.6
2025-07-23,Mumbai,1024.2,20.2,25.9,1230.9,67.6
2025-07-24,Mumbai,1034.0,19.2,20.0,1232.8,70.7
2025-07-25,Mumbai,1044.6,17.5,100.0,1227.4,62.2
2025-07-26,Mumbai,1015.1,19.8,100.0,1215.7,69.0
2025-07-27,Mumbai,965.4,18.5,99.1,1144.4,69.0
2025-07-28,Mumbai,986.0,19.9,93.5,1182.4,70.0
2025-07-29,Mumbai,1126.9,16.9,82.2,1317.4,70.5
2025-07-30,Mumbai,1031.7,19.8,82.9,1235.7,69.3
2025-07-31,Mumbai,1030.0,18.0,100.0,1215.4,67.7
2025-08-01,Mumbai,1003.1,16.6,100.0,1169.2,67.9
2025-08-02,Mumbai,1085.3,20.5,93.0,1307.9,70.0
2025-08-03,Mumbai,1006.0,16.9,82.9,1176.2,69.5
2025-08-04,Mumbai,995.1,16.9,73.1,1163.5,69.2
2025-08-05,Mumbai,1009.4,18.6,88.5,1196.8,68.0
2025-08-06,Mumbai,1103.0,19.5,77.6,1318.0,71.9
2025-08-07,Mumbai,969.3,17.6,82.7,1140.2,69.8
2025-08-08,Mumbai,1014.1,18.3,72.4,1199.4,68.9
2025-08-09,Mumbai,946.1,18.6,62.8,1122.3,70.9
2025-08-10,Mumbai,1009.8,18.7,52.8,1199.0,71.2
2025-08-11,Mumbai,1005.9,17.0,47.5,1176.4,69.0
2025-08-12,Mumbai,1070.5,19.5,57.3,1279.1,69.5
2025-08-13,Mumbai,1068.6,17.6,69.3,1256.6,68.9
2025-08-14,Mumbai,987.1,20.9,59.3,1193.1,71.2
2025-08-15,Mumbai,1017.6,16.2,52.4,1182.7,69.2
2025-08-16,Mumbai,1065.6,19.8,41.7,1276.9,71.1
2025-08-17,Mumbai,1031.5,19.5,31.2,1232.5,70.9
2025-08-18,Mumbai,1097.6,20.6,20.3,1323.3,70.2
2025-08-19,Mumbai,1013.5,18.4,20.0,1200.1,69.6
2025-08-20,Mumbai,1063.1,19.4,20.5,1269.7,69.4
2025-08-21,Mumbai,1053.1,20.0,20.0,1263.5,70.2
2025-08-22,Mumbai,1015.4,19.8,20.0,1216.0,68.6
2025-08-23,Mumbai,1032.4,20.1,51.8,1239.7,65.8
2025-08-24,Mumbai,1011.1,19.8,41.6,1211.5,70.3
2025-08-25,Mumbai,1012.2,16.3,66.6,1177.1,67.3
2025-08-26,Mumbai,1015.8,19.0,56.6,1208.7,71.2
2025-08-27,Mumbai,1014.3,16.5,46.7,1182.0,68.4
2025-08-28,Mumbai,1068.3,17.6,75.1,1256.6,66.5
2025-08-29,Mumbai,976.8,17.9,65.3,1151.7,69.8
2025-08-30,Mumbai,1075.6,16.2,100.0,1249.5,66.2
2025-08-31,Mumbai,1022.9,17.0,96.0,1196.4,68.6
2025-09-01,Mumbai,1072.3,18.1,85.5,1266.3,70.5
2025-09-02,Mumbai,1042.7,18.6,74.9,1237.2,70.2
2025-09-03,Mumbai,1019.8,16.4,64.8,1187.3,72.2
2025-09-04,Mumbai,941.8,18.4,55.6,1115.2,69.1
2025-09-05,Mumbai,1057.1,19.0,45.0,1257.8,70.6
2025-09-06,Mumbai,1043.8,16.9,36.0,1220.1,69.9
2025-09-07,Mumbai,1022.1,17.2,27.3,1198.3,69.7
2025-09-08,Mumbai,932.4,18.4,39.2,1103.7,67.7
2025-09-09,Mumbai,1007.1,19.8,41.8,1206.4,69.8
2025-09-10,Mumbai,1092.4,20.6,30.9,1317.1,71.6
2025-09-11,Mumbai,1017.4,16.2,20.9,1182.3,71.9
2025-09-12,Mumbai,994.1,16.8,20.0,1161.1,69.3
2025-09-13,Mumbai,975.3,16.8,55.2,1138.9,65.7
2025-09-14,Mumbai,970.1,17.0,49.5,1134.8,70.7
2025-09-15,Mumbai,1025.4,18.5,90.9,1214.7,65.8
2025-09-16,Mumbai,1009.4,18.7,80.9,1198.6,69.2
2025-09-17,Mumbai,1002.9,17.1,78.3,1174.7,69.7
2025-09-18,Mumbai,972.5,20.6,83.8,1173.2,67.7
2025-09-19,Mumbai,1030.2,19.5,73.5,1230.7,70.8
2025-09-20,Mumbai,1042.5,18.5,67.4,1235.7,67.6
2025-09-21,Mumbai,948.9,17.7,100.0,1117.0,62.1
2025-09-22,Mumbai,951.7,20.3,90.5,1145.2,70.1
2025-09-23,Mumbai,958.3,19.0,100.0,1140.2,68.3
2025-09-24,Mumbai,958.9,19.0,96.3,1140.9,71.3
2025-09-25,Mumbai,1029.2,16.3,100.0,1197.2,67.1
2025-09-26,Mumbai,1046.0,18.7,100.0,1241.8,67.5
2025-09-27,Mumbai,981.9,18.4,90.2,1162.6,69.5
2025-09-28,Mumbai,997.1,15.9,100.0,1155.9,64.2
2025-09-29,Mumbai,1005.9,17.1,90.0,1177.8,70.2
2025-09-30,Mumbai,989.0,18.4,80.1,1171.0,69.7
2025-10-01,Mumbai,955.4,18.9,99.9,1135.6,69.2
2025-10-02,Mumbai,955.3,17.1,100.0,1119.0,66.0
2025-10-03,Mumbai,1042.2,18.9,89.6,1239.4,70.3
2025-10-04,Mumbai,1000.6,19.5,79.6,1195.4,69.8
2025-10-05,Mumbai,1073.4,18.2,68.8,1268.4,71.0
2025-10-06,Mumbai,923.5,18.5,89.4,1094.3,69.3
2025-10-07,Mumbai,983.5,16.4,79.4,1144.7,69.9
2025-10-08,Mumbai,947.5,18.1,69.9,1118.9,69.9
2025-10-09,Mumbai,1047.7,17.9,87.4,1235.1,68.2
2025-10-10,Mumbai,953.4,18.4,77.9,1128.5,71.3
2025-10-11,Mumbai,1043.2,17.3,67.6,1224.1,71.1
2025-10-12,Mumbai,986.1,18.0,57.8,1163.5,69.1
2025-10-13,Mumbai,934.4,15.7,48.5,1080.8,69.8
2025-10-14,Mumbai,1025.9,17.7,38.2,1207.4,70.3
2025-10-15,Mumbai,980.5,19.3,44.9,1169.9,68.2
2025-10-16,Mumbai,1011.0,18.5,34.8,1198.1,69.0
2025-10-17,Mumbai,986.1,17.1,25.0,1154.6,69.7
2025-10-18,Mumbai,953.9,17.2,50.7,1117.8,68.4
2025-10-19,Mumbai,991.0,18.0,40.8,1169.7,71.7
2025-10-20,Mumbai,1015.7,19.1,44.6,1209.3,68.0
2025-10-21,Mumbai,987.2,18.6,34.7,1170.4,71.4
2025-10-22,Mumbai,944.9,19.0,25.2,1124.9,69.9
2025-10-23,Mumbai,962.5,17.2,20.0,1128.3,70.2
2025-10-24,Mumbai,937.7,19.7,20.0,1122.5,69.7
2025-10-25,Mumbai,1011.0,19.9,20.0,1212.1,70.9
2025-10-26,Mumbai,1012.8,19.4,31.4,1209.5,69.0
2025-10-27,Mumbai,998.0,17.2,77.1,1169.6,66.9
2025-10-28,Mumbai,947.8,19.3,67.6,1130.3,69.6
2025-10-29,Mumbai,972.0,18.3,100.0,1149.6,64.5
2025-10-30,Mumbai,974.9,17.6,100.0,1146.6,68.4
2025-10-31,Mumbai,1005.6,19.1,89.8,1197.9,69.7
2025-11-01,Mumbai,961.2,17.2,80.0,1126.4,70.8
2025-11-02,Mumbai,1015.3,18.6,90.6,1203.8,69.8
2025-11-03,Mumbai,965.3,19.4,81.0,1152.9,70.7
2025-11-04,Mumbai,970.8,20.1,71.4,1165.6,70.6
2025-11-05,Mumbai,950.1,17.4,62.1,1115.5,68.7
2025-11-06,Mumbai,962.6,18.6,52.6,1141.9,70.8
2025-11-07,Mumbai,975.3,18.6,50.7,1156.2,71.3
2025-11-08,Mumbai,976.8,18.1,100.0,1153.4,65.9
2025-11-09,Mumbai,906.8,17.8,90.9,1068.6,69.5
2025-11-10,Mumbai,919.0,18.8,81.7,1091.7,68.9
2025-11-11,Mumbai,972.9,17.1,72.0,1139.6,70.6
2025-11-12,Mumbai,978.0,19.6,72.0,1169.3,68.7
2025-11-13,Mumbai,1003.3,17.3,61.9,1177.4,70.1
2025-11-14,Mumbai,950.1,17.1,52.7,1112.7,69.7
2025-11-15,Mumbai,963.5,16.0,43.1,1117.2,69.4
2025-11-16,Mumbai,989.0,18.5,100.0,1171.9,64.1
2025-11-17,Mumbai,953.6,17.6,97.9,1121.1,69.1
2025-11-18,Mumbai,916.9,18.2,88.7,1084.0,69.1
2025-11-19,Mumbai,1016.6,17.2,78.7,1191.4,70.8
2025-11-20,Mumbai,966.8,15.3,69.0,1114.7,70.0
2025-11-21,Mumbai,954.8,15.3,59.6,1101.2,68.9
2025-11-22,Mumbai,958.9,17.5,50.1,1127.1,69.9
2025-11-23,Mumbai,926.2,19.5,40.8,1106.4,68.2
2025-11-24,Mumbai,914.7,17.7,31.8,1076.2,69.3
2025-11-25,Mumbai,985.1,17.5,21.9,1157.6,69.6
2025-11-26,Mumbai,919.9,18.2,20.0,1087.1,70.2
2025-11-27,Mumbai,946.5,17.8,20.0,1115.3,68.8
2025-11-28,Mumbai,994.7,17.0,20.0,1164.2,69.3
2025-11-29,Mumbai,913.7,18.5,20.0,1082.5,70.5
2025-11-30,Mumbai,976.9,18.4,20.0,1156.6,69.8
2025-12-01,Mumbai,932.2,16.0,20.0,1081.0,70.0
2025-12-02,Mumbai,964.9,18.3,20.0,1141.7,70.2
2025-12-03,Mumbai,970.5,17.7,83.8,1141.9,63.5
2025-12-04,Mumbai,966.4,18.1,74.1,1141.0,69.8
2025-12-05,Mumbai,877.6,16.8,65.2,1025.4,71.2
2025-12-06,Mumbai,941.0,18.5,55.7,1114.9,69.4
2025-12-07,Mumbai,974.9,18.8,46.0,1157.8,70.4
2025-12-08,Mumbai,959.5,17.3,36.4,1125.6,70.8
2025-12-09,Mumbai,872.7,18.9,27.9,1037.7,68.9
2025-12-10,Mumbai,941.7,19.1,20.0,1121.9,68.2
2025-12-11,Mumbai,894.3,18.6,20.0,1060.7,68.5
2025-12-12,Mumbai,932.5,19.2,20.0,1111.7,70.2
2025-12-13,Mumbai,986.0,17.7,20.0,1160.7,70.0
2025-12-14,Mumbai,929.7,18.9,20.0,1105.7,71.0
2025-12-15,Mumbai,946.5,20.1,20.0,1136.9,70.2
2025-12-16,Mumbai,935.5,15.9,40.8,1084.3,67.2
2025-12-17,Mumbai,1001.3,17.0,30.7,1171.1,71.0
2025-12-18,Mumbai,918.1,16.4,36.8,1068.3,68.8
2025-12-19,Mumbai,893.1,17.4,27.8,1048.5,70.0
2025-12-20,Mumbai,906.2,20.8,20.0,1094.5,70.4
2025-12-21,Mumbai,959.8,16.4,22.9,1117.5,68.8
2025-12-22,Mumbai,933.1,16.6,20.0,1088.1,70.3
2025-12-23,Mumbai,979.8,19.3,20.0,1168.9,69.6
2025-12-24,Mumbai,914.3,19.2,20.0,1090.0,68.5
2025-12-25,Mumbai,957.2,20.1,20.0,1149.9,71.0
2025-12-26,Mumbai,955.0,17.5,20.0,1122.2,70.9
2025-12-27,Mumbai,921.3,18.1,20.6,1087.8,70.3
2025-12-28,Mumbai,918.8,17.2,20.0,1077.1,70.0
2025-12-29,Mumbai,928.4,15.5,20.0,1072.1,70.3
2025-12-30,Mumbai,871.2,17.3,20.0,1021.8,71.0
2025-12-31,Mumbai,927.2,19.2,20.0,1104.8,69.1
2026-01-01,Mumbai,916.7,19.2,20.0,1092.5,69.7
2026-01-02,Mumbai,957.3,18.1,20.0,1130.9,70.7
2026-01-03,Mumbai,992.8,17.4,20.0,1165.9,71.1
2026-01-04,Mumbai,903.1,18.3,20.0,1068.1,71.0
2026-01-05,Mumbai,967.0,19.3,20.0,1153.2,70.4
2026-01-06,Mumbai,948.1,17.5,20.0,1114.0,69.9
2026-01-07,Mumbai,951.0,17.7,20.0,1119.5,70.4
2026-01-08,Mumbai,913.0,18.4,29.5,1080.9,69.9
2026-01-09,Mumbai,881.5,18.8,20.5,1047.2,70.7
2026-01-10,Mumbai,960.2,17.4,20.0,1127.0,68.6
2026-01-11,Mumbai,961.7,18.5,20.0,1140.0,70.8
2026-01-12,Mumbai,972.9,19.2,20.0,1159.5,70.6
2026-01-13,Mumbai,949.6,18.0,85.0,1120.1,62.8
2026-01-14,Mumbai,900.3,18.6,79.5,1067.9,68.0
2026-01-15,Mumbai,956.4,18.4,92.0,1132.4,68.5
2026-01-16,Mumbai,1001.3,16.6,82.1,1167.9,70.0
2026-01-17,Mumbai,957.0,18.0,72.5,1129.5,69.3
2026-01-18,Mumbai,960.9,18.4,62.7,1137.5,70.9
2026-01-19,Mumbai,888.4,18.4,53.9,1051.8,69.6
2026-01-20,Mumbai,937.0,18.1,44.6,1106.2,69.8
2026-01-21,Mumbai,914.5,16.1,72.9,1061.9,68.3
2026-01-22,Mumbai,917.2,15.8,63.7,1062.3,70.5
2026-01-23,Mumbai,927.1,17.2,100.0,1087.0,65.3
2026-01-24,Mumbai,921.5,19.3,90.9,1099.3,70.7
2026-01-25,Mumbai,944.5,17.9,81.5,1113.2,71.2
2026-01-26,Mumbai,961.0,16.8,71.8,1122.2,70.2
2026-01-27,Mumbai,928.3,17.1,62.6,1086.8,67.8
2026-01-28,Mumbai,933.6,18.0,53.3,1102.0,71.0
2026-01-29,Mumbai,941.9,16.7,43.8,1099.4,71.5
2026-01-30,Mumbai,945.4,14.6,63.3,1083.8,68.3
2026-01-31,Mumbai,928.1,18.5,54.2,1100.0,70.3
2026-02-01,Mumbai,933.1,18.5,44.7,1105.9,69.8
2026-02-02,Mumbai,945.4,17.7,35.2,1112.7,68.9
2026-02-03,Mumbai,922.1,17.5,26.1,1083.1,68.9
2026-02-04,Mumbai,909.3,17.9,20.0,1072.1,68.3
2026-02-05,Mumbai,928.9,18.1,20.0,1097.0,69.9
2026-02-06,Mumbai,891.5,17.0,64.3,1043.1,65.3
2026-02-07,Mumbai,896.3,18.9,55.2,1066.1,70.4
2026-02-08,Mumbai,930.9,19.5,50.0,1112.8,71.2
2026-02-09,Mumbai,938.4,17.5,40.6,1103.0,71.4
2026-02-10,Mumbai,938.0,19.0,31.4,1116.2,69.5
2026-02-11,Mumbai,972.7,16.6,21.6,1134.3,68.6
2026-02-12,Mumbai,967.7,17.7,20.0,1139.4,70.2
2026-02-13,Mumbai,919.3,18.8,44.3,1092.4,67.5
2026-02-14,Mumbai,911.6,17.4,35.2,1070.0,71.2
2026-02-15,Mumbai,1028.0,17.0,25.1,1202.3,69.8
2026-02-16,Mumbai,897.2,15.6,20.0,1037.2,70.5
2026-02-17,Mumbai,992.3,17.4,20.0,1165.4,69.6
2026-02-18,Mumbai,966.2,19.8,20.0,1157.3,69.9
2026-02-19,Mumbai,928.4,18.2,20.0,1097.2,69.4
2026-02-20,Mumbai,995.3,19.3,31.5,1187.8,67.6
2026-02-21,Mumbai,924.8,18.8,22.4,1098.6,69.5
2026-02-22,Mumbai,910.5,18.3,20.0,1077.4,69.3
2026-02-23,Mumbai,974.0,18.1,20.0,1150.1,68.3
2026-02-24,Mumbai,960.5,19.2,20.0,1145.3,69.2
2026-02-25,Mumbai,991.0,19.2,20.0,1181.6,70.2
2026-02-26,Mumbai,971.4,19.0,20.0,1156.2,69.7
2026-02-27,Mumbai,1047.8,19.3,20.0,1249.9,71.6
2026-02-28,Mumbai,962.8,17.0,44.5,1126.0,65.3
2026-03-01,Mumbai,963.0,19.0,48.3,1146.3,69.1
2026-03-02,Mumbai,966.7,17.2,38.7,1132.6,68.7
2026-03-03,Mumbai,981.4,18.3,55.7,1161.3,68.2
2026-03-04,Mumbai,984.7,18.9,45.9,1171.0,70.8
2026-03-05,Mumbai,952.1,18.5,36.4,1128.5,72.8
2026-03-06,Mumbai,964.1,18.5,26.6,1142.0,69.2
2026-03-07,Mumbai,939.8,17.0,20.0,1099.7,70.0
2026-03-08,Mumbai,924.5,18.2,20.0,1092.5,71.5
2026-03-09,Mumbai,1003.2,17.2,20.0,1175.6,70.0
2026-03-10,Mumbai,908.0,14.8,26.5,1042.4,69.0
2026-03-11,Mumbai,933.6,20.3,21.7,1122.9,70.6
2026-03-12,Mumbai,999.2,18.3,20.0,1181.7,69.2
2026-03-13,Mumbai,952.8,19.4,20.0,1138.0,70.3
2026-03-14,Mumbai,964.2,17.1,20.0,1129.4,68.8
2026-03-15,Mumbai,985.5,16.4,20.0,1146.9,70.3
2026-03-16,Mumbai,952.3,18.9,20.0,1132.0,68.3
2026-03-17,Mumbai,978.2,19.5,20.0,1169.4,69.3
2026-03-18,Mumbai,959.0,18.0,20.0,1131.1,68.6
2026-03-19,Mumbai,924.6,16.5,20.0,1077.4,69.8
2026-03-20,Mumbai,973.0,17.8,20.0,1146.2,69.8
2026-03-21,Mumbai,926.7,16.8,20.0,1082.7,71.9
