Date,City,Hospital_Count,Bed_Availability,Disease_Cases,Vaccination_Percent
2025-07-10,Mumbai,18,69.0,40,79.9
2025-07-11,Mumbai,18,67.0,44,79.6
2025-07-12,Mumbai,18,64.8,34,79.7
2025-07-13,Mumbai,18,67.0,60,79.7
2025-07-14,Mumbai,18,62.4,48,79.5
2025-07-15,Mumbai,18,64.7,51,80.0
2025-07-16,Mumbai,18,70.6,46,80.3
2025-07-17,Mumbai,18,64.5,41,80.0
2025-07-18,Mumbai,18,66.3,46,79.4
2025-07-19,Mumbai,18,69.8,45,79.7
2025-07-20,Mumbai,18,68.4,40,79.9
2025-07-21,Mumbai,18,65.4,53,79.6
2025-07-22,Mumbai,18,71.4,45,79.9
2025-07-23,Mumbai,18,66.4,38,79.9
2025-07-24,Mumbai,18,63.6,48,79.5
2025-07-25,Mumbai,18,69.9,48,79.8
2025-07-26,Mumbai,18,68.1,36,80.3
2025-07-27,Mumbai,18,66.4,51,79.6
2025-07-28,Mumbai,18,71.1,44,79.9
2025-07-29,Mumbai,18,65.2,57,79.6
2025-07-30,Mumbai,18,70.9,36,79.8
2025-07-31,Mumbai,18,65.0,35,79.8
2025-08-01,Mumbai,18,65.7,37,79.8
2025-08-02,Mumbai,18,64.9,50,80.0
2025-08-03,Mumbai,18,69.7,52,80.1
2025-08-04,Mumbai,18,62.4,58,79.9
2025-08-05,Mumbai,18,63.5,30,80.0
2025-08-06,Mumbai,18,68.3,48,80.0
2025-08-07,Mumbai,18,67.7,37,79.7
2025-08-08,Mumbai,18,67.6,48,80.1
2025-08-09,Mumbai,18,62.1,45,79.7
2025-08-10,Mumbai,18,68.5,45,80.0
2025-08-11,Mumbai,18,67.1,50,80.2
2025-08-12,Mumbai,18,66.0,41,80.3
2025-08-13,Mumbai,18,71.8,32,79.9
2025-08-14,Mumbai,18,67.1,39,79.9
2025-08-15,Mumbai,18,64.8,49,80.0
2025-08-16,Mumbai,18,64.5,49,80.1
2025-08-17,Mumbai,18,67.4,45,80.7
2025-08-18,Mumbai,18,66.9,51,80.4
2025-08-19,Mumbai,18,67.1,49,80.2
2025-08-20,Mumbai,18,70.8,36,80.2
2025-08-21,Mumbai,18,65.1,48,80.1
2025-08-22,Mumbai,18,68.6,55,80.2
2025-08-23,Mumbai,18,68.6,41,80.3
2025-08-24,Mumbai,18,62.9,47,80.2
2025-08-25,Mumbai,18,72.6,37,80.3
2025-08-26,Mumbai,18,64.9,44,80.2
2025-08-27,Mumbai,18,61.8,53,80.5
2025-08-28,Mumbai,18,71.1,52,80.2
2025-08-29,Mumbai,18,72.2,44,80.8
2025-08-30,Mumbai,18,61.4,50,80.6
2025-08-31,Mumbai,18,60.3,48,80.2
2025-09-01,Mumbai,18,59.7,42,80.1
2025-09-02,Mumbai,18,67.5,40,80.3
2025-09-03,Mumbai,18,63.3,54,80.3
2025-09-04,Mumbai,18,67.2,44,80.6
2025-09-05,Mumbai,18,73.0,38,80.3
2025-09-06,Mumbai,18,66.9,50,80.3
2025-09-07,Mumbai,18,68.3,47,80.3
2025-09-08,Mumbai,18,71.8,46,80.8
2025-09-09,Mumbai,18,67.3,36,80.7
2025-09-10,Mumbai,18,63.6,41,80.4
2025-09-11,Mumbai,18,66.8,45,80.4
2025-09-12,Mumbai,18,66.6,43,80.3
2025-09-13,Mumbai,18,71.1,42,80.7
2025-09-14,Mumbai,18,61.1,50,80.2
2025-09-15,Mumbai,18,68.4,43,80.4
2025-09-16,Mumbai,18,70.8,42,80.5
2025-09-17,Mumbai,18,67.1,44,80.6
2025-09-18,Mumbai,18,68.0,43,80.6
2025-09-19,Mumbai,18,69.4,41,80.8
2025-09-20,Mumbai,18,62.6,45,80.7
2025-09-21,Mumbai,18,63.4,43,80.9
2025-09-22,Mumbai,18,69.1,38,80.6
2025-09-23,Mumbai,18,67.9,41,80.8
2025-09-24,Mumbai,18,65.2,43,80.8
2025-09-25,Mumbai,18,66.7,44,80.8
2025-09-26,Mumbai,18,65.5,43,80.6
2025-09-27,Mumbai,18,68.0,45,80.3
2025-09-28,Mumbai,18,68.7,37,80.5
2025-09-29,Mumbai,18,69.1,49,80.8
2025-09-30,Mumbai,18,67.7,34,80.7
2025-10-01,Mumbai,18,66.1,42,80.9
2025-10-02,Mumbai,18,71.1,43,80.9
2025-10-03,Mumbai,18,67.8,42,80.9
2025-10-04,Mumbai,18,64.2,49,80.9
2025-10-05,Mumbai,18,61.8,50,80.4
2025-10-06,Mumbai,18,73.3,36,80.9
2025-10-07,Mumbai,18,66.9,45,80.7
2025-10-08,Mumbai,18,67.2,41,80.4
2025-10-09,Mumbai,18,67.5,38,80.6
2025-10-10,Mumbai,18,64.8,36,80.9
2025-10-11,Mumbai,18,68.3,47,80.7
2025-10-12,Mumbai,18,60.4,45,80.8
2025-10-13,Mumbai,18,67.0,44,81.2
2025-10-14,Mumbai,18,63.6,48,80.7
2025-10-15,Mumbai,18,64.4,54,81.1
2025-10-16,Mumbai,18,64.8,47,81.5
2025-10-17,Mumbai,18,69.3,43,81.0
2025-10-18,Mumbai,18,67.3,37,81.1
2025-10-19,Mumbai,18,67.2,40,80.7
2025-10-20,Mumbai,18,69.6,38,81.3
2025-10-21,Mumbai,18,70.8,44,81.4
2025-10-22,Mumbai,18,64.4,52,81.1
2025-10-23,Mumbai,18,70.6,41,81.1
2025-10-24,Mumbai,18,68.5,37,81.2
2025-10-25,Mumbai,18,63.3,51,81.3
2025-10-26,Mumbai,18,73.3,35,81.3
2025-10-27,Mumbai,18,73.4,41,81.4
2025-10-28,Mumbai,18,68.2,44,81.0
2025-10-29,Mumbai,18,71.1,37,81.5
2025-10-30,Mumbai,18,65.1,45,80.9
2025-10-31,Mumbai,18,67.4,39,80.9
2025-11-01,Mumbai,18,65.9,45,81.1
2025-11-02,Mumbai,18,63.0,45,80.7
2025-11-03,Mumbai,18,69.6,36,81.1
2025-11-04,Mumbai,18,66.0,35,81.2
2025-11-05,Mumbai,18,70.2,45,81.3
2025-11-06,Mumbai,18,73.5,42,81.4
2025-11-07,Mumbai,18,67.0,41,81.5
2025-11-08,Mumbai,18,65.1,49,81.1
2025-11-09,Mumbai,18,61.3,39,81.5
2025-11-10,Mumbai,18,69.4,42,81.4
2025-11-11,Mumbai,18,72.8,41,81.2
2025-11-12,Mumbai,18,71.2,40,81.4
2025-11-13,Mumbai,18,73.2,43,81.2
2025-11-14,Mumbai,18,72.8,39,81.3
2025-11-15,Mumbai,18,70.0,43,81.5
2025-11-16,Mumbai,18,68.6,42,81.6
2025-11-17,Mumbai,18,73.4,41,81.3
2025-11-18,Mumbai,18,71.5,35,81.3
2025-11-19,Mumbai,18,61.0,57,81.6
2025-11-20,Mumbai,18,68.7,41,81.1
2025-11-21,Mumbai,18,69.2,38,81.6
2025-11-22,Mumbai,18,71.0,39,81.6
2025-11-23,Mumbai,18,68.3,41,81.9
2025-11-24,Mumbai,18,70.7,36,81.5
2025-11-25,Mumbai,18,65.5,43,81.8
2025-11-26,Mumbai,18,65.8,37,81.4
2025-11-27,Mumbai,18,66.2,46,81.6
2025-11-28,Mumbai,18,66.4,48,81.4
2025-11-29,Mumbai,18,62.2,44,81.8
2025-11-30,Mumbai,18,67.0,43,81.8
2025-12-01,Mumbai,18,68.2,39,81.8
2025-12-02,Mumbai,18,76.2,34,81.5
2025-12-03,Mumbai,18,67.6,35,81.3
2025-12-04,Mumbai,18,69.6,46,81.8
2025-12-05,Mumbai,18,72.0,40,81.7
2025-12-06,Mumbai,18,73.8,38,81.5
2025-12-07,Mumbai,18,62.7,36,81.4
2025-12-08,Mumbai,18,74.9,38,81.7
2025-12-09,Mumbai,18,70.1,40,81.9
2025-12-10,Mumbai,18,71.8,41,81.8
2025-12-11,Mumbai,18,65.5,38,81.8
2025-12-12,Mumbai,18,70.9,36,81.5
2025-12-13,Mumbai,18,64.2,44,82.2
2025-12-14,Mumbai,18,63.6,39,81.9
2025-12-15,Mumbai,18,69.7,42,81.7
2025-12-16,Mumbai,18,62.1,37,82.0
2025-12-17,Mumbai,18,63.2,49,81.5
2025-12-18,Mumbai,18,59.9,49,81.8
2025-12-19,Mumbai,18,72.3,41,82.0
2025-12-20,Mumbai,18,74.1,40,82.0
2025-12-21,Mumbai,18,66.5,41,82.0
2025-12-22,Mumbai,18,70.6,35,82.1
2025-12-23,Mumbai,18,70.2,34,81.8
2025-12-24,Mumbai,18,64.6,44,81.8
2025-12-25,Mumbai,18,65.6,43,82.2
2025-12-26,Mumbai,18,69.7,38,82.2
2025-12-27,Mumbai,18,74.2,39,82.1
2025-12-28,Mumbai,18,66.6,44,81.8
2025-12-29,Mumbai,18,73.3,34,82.1
2025-12-30,Mumbai,18,73.7,39,81.9
2025-12-31,Mumbai,18,66.9,41,82.2
2026-01-01,Mumbai,18,66.9,46,82.1
2026-01-02,Mumbai,18,70.0,44,81.9
2026-01-03,Mumbai,18,65.7,46,82.4
2026-01-04,Mumbai,18,64.6,43,82.2
2026-01-05,Mumbai,18,70.0,43,82.4
2026-01-06,Mumbai,18,65.2,41,82.4
2026-01-07,Mumbai,18,69.2,40,82.4
2026-01-08,Mumbai,18,66.4,42,82.0
2026-01-09,Mumbai,18,64.9,43,82.0
2026-01-10,Mumbai,18,69.2,35,82.3
2026-01-11,Mumbai,18,66.0,37,81.9
2026-01-12,Mumbai,18,66.1,46,81.9
2026-01-13,Mumbai,18,67.1,38,82.1
2026-01-14,Mumbai,18,74.1,41,82.1
2026-01-15,Mumbai,18,70.7,37,82.6
2026-01-16,Mumbai,18,70.7,41,82.6
2026-01-17,Mumbai,18,66.0,40,82.1
2026-01-18,Mumbai,18,66.4,35,82.0
2026-01-19,Mumbai,18,65.7,37,82.2
2026-01-20,Mumbai,18,74.4,38,82.3
2026-01-21,Mumbai,18,67.5,45,81.9
2026-01-22,Mumbai,18,68.2,36,82.2
2026-01-23,Mumbai,18,69.8,40,82.3
2026-01-24,Mumbai,18,68.1,45,82.2
2026-01-25,Mumbai,18,72.7,40,82.6
2026-01-26,Mumbai,18,68.0,41,82.6
2026-01-27,Mumbai,18,65.7,43,82.4
2026-01-28,Mumbai,18,70.4,39,82.1
2026-01-29,Mumbai,18,67.9,39,82.2
2026-01-30,Mumbai,18,73.7,32,82.2
2026-01-31,Mumbai,18,68.9,39,82.6
2026-02-01,Mumbai,18,73.2,38,82.5
2026-02-02,Mumbai,18,64.7,49,82.6
2026-02-03,Mumbai,18,65.8,39,82.6
2026-02-04,Mumbai,18,66.8,43,82.4
2026-02-05,Mumbai,18,67.9,43,82.5
2026-02-06,Mumbai,18,66.8,41,82.1
2026-02-07,Mumbai,18,71.3,38,82.4
2026-02-08,Mumbai,18,65.6,43,82.8
2026-02-09,Mumbai,18,66.7,44,82.6
2026-02-10,Mumbai,18,67.9,39,82.6
2026-02-11,Mumbai,18,68.4,40,83.1
2026-02-12,Mumbai,18,58.3,49,82.2
2026-02-13,Mumbai,18,70.9,38,82.4
2026-02-14,Mumbai,18,69.4,47,82.9
2026-02-15,Mumbai,18,68.6,39,82.7
2026-02-16,Mumbai,18,69.2,36,82.8
2026-02-17,Mumbai,18,66.5,47,82.5
2026-02-18,Mumbai,18,71.0,42,82.5
2026-02-19,Mumbai,18,67.0,37,82.5
2026-02-20,Mumbai,18,57.0,44,82.6
2026-02-21,Mumbai,18,66.0,46,82.6
2026-02-22,Mumbai,18,74.2,36,82.7
2026-02-23,Mumbai,18,67.6,46,82.9
2026-02-24,Mumbai,18,72.4,33,82.9
2026-02-25,Mumbai,18,71.3,38,82.8
2026-02-26,Mumbai,18,69.0,46,82.5
2026-02-27,Mumbai,18,71.5,53,82.8
2026-02-28,Mumbai,18,64.0,40,82.6
2026-03-01,Mumbai,18,68.6,40,82.5
2026-03-02,Mumbai,18,65.8,44,82.8
2026-03-03,Mumbai,18,63.9,38,82.6
2026-03-04,Mumbai,18,67.3,44,82.9
2026-03-05,Mumbai,18,61.1,47,82.3
2026-03-06,Mumbai,18,65.3,53,82.9
2026-03-07,Mumbai,18,62.5,41,82.7
2026-03-08,Mumbai,18,64.4,46,83.1
2026-03-09,Mumbai,18,64.3,45,82.7
2026-03-10,Mumbai,18,70.2,37,82.6
2026-03-11,Mumbai,18,69.3,41,83.0
2026-03-12,Mumbai,18,66.8,42,82.9
2026-03-13,Mumbai,18,67.1,48,83.0
2026-03-14,Mumbai,18,69.8,34,82.8
2026-03-15,Mumbai,18,64.8,46,82.8
2026-03-16,Mumbai,18,65.3,43,83.2
2026-03-17,Mumbai,18,68.0,43,83.1
2026-03-18,Mumbai,18,69.3,40,83.1
2026-03-19,Mumbai,18,65.1,49,82.9
2026-03-20,Mumbai,18,70.7,45,83.0
2026-03-21,Mumbai,18,70.7,45,83.0
2026-03-22,Mumbai,18,66.0,36,83.1
2026-03-23,Mumbai,18,64.5,44,83.0
2026-03-24,Mumbai,18,70.2,37,83.4
2026-03-25,Mumbai,18,66.7,43,83.1
2026-03-26,Mumbai,18,65.0,42,83.2
2026-03-27,Mumbai,18,62.8,43,83.4
2026-03-28,Mumbai,18,71.2,40,83.2
2026-03-29,Mumbai,18,67.1,42,83.3
2026-03-30,Mumbai,18,69.8,39,83.2
2026-03-31,Mumbai,18,65.8,42,83.1
2026-04-01,Mumbai,18,67.3,44,83.2
2026-04-02,Mumbai,18,68.0,40,83.2
2026-04-03,Mumbai,18,71.9,44,83.2
2026-04-04,Mumbai,18,67.9,39,83.1
2026-04-05,Mumbai,18,66.4,41,83.3
2026-04-06,Mumbai,18,69.2,46,83.1
2026-04-07,Mumbai,18,67.5,37,83.3
2026-04-08,Mumbai,18,70.2,44,83.4
2026-04-09,Mumbai,18,68.2,44,83.4
2026-04-10,Mumbai,18,63.1,47,83.3
2026-04-11,Mumbai,18,63.4,41,83.2
2026-04-12,Mumbai,18,62.9,42,83.3
2026-04-13,Mumbai,18,67.2,37,83.5
2026-04-14,Mumbai,18,71.8,37,83.3
2026-04-15,Mumbai,18,66.7,39,83.6
2026-04-16,Mumbai,18,69.9,42,83.7
2026-04-17,Mumbai,18,70.0,37,83.6
2026-04-18,Mumbai,18,74.3,31,83.7
2026-04-19,Mumbai,18,70.9,42,83.4
2026-04-20,Mumbai,18,63.8,47,83.7
2026-04-21,Mumbai,18,66.5,45,83.6
2026-04-22,Mumbai,18,64.7,42,83.7
2026-04-23,Mumbai,18,71.9,42,83.7
2026-04-24,Mumbai,18,64.7,47,83.5
2026-04-25,Mumbai,18,64.5,38,83.4
2026-04-26,Mumbai,18,68.7,46,83.1
2026-04-27,Mumbai,18,71.4,48,83.8
2026-04-28,Mumbai,18,69.0,45,83.6
2026-04-29,Mumbai,18,70.2,35,83.8
2026-04-30,Mumbai,18,67.8,40,83.6
2026-05-01,Mumbai,18,72.6,40,83.6
2026-05-02,Mumbai,18,70.2,37,83.7
2026-05-03,Mumbai,18,68.0,39,83.7
2026-05-04,Mumbai,18,63.3,45,83.6
2026-05-05,Mumbai,18,70.2,40,84.0
2026-05-06,Mumbai,18,75.1,41,83.6
2026-05-07,Mumbai,18,74.6,37,83.7
2026-05-08,Mumbai,18,65.7,39,83.4
2026-05-09,Mumbai,18,70.0,44,83.7
2026-05-10,Mumbai,18,69.0,36,83.9
2026-05-11,Mumbai,18,65.3,41,83.5
2026-05-12,Mumbai,18,62.3,49,83.8
2026-05-13,Mumbai,18,68.0,43,83.9
2026-05-14,Mumbai,18,66.1,45,84.0
2026-05-15,Mumbai,18,65.2,47,84.0
2026-05-16,Mumbai,18,68.9,41,83.7
2026-05-17,Mumbai,18,65.0,42,84.3
2026-05-18,Mumbai,18,63.2,51,83.7
2026-05-19,Mumbai,18,66.7,42,83.9
2026-05-20,Mumbai,18,65.3,48,84.1
2026-05-21,Mumbai,18,63.8,48,83.7
2026-05-22,Mumbai,18,66.6,45,83.8
2026-05-23,Mumbai,18,66.8,43,84.3
2026-05-24,Mumbai,18,63.7,42,84.1
2026-05-25,Mumbai,18,68.2,38,84.0
2026-05-26,Mumbai,18,62.3,46,84.2
2026-05-27,Mumbai,18,65.7,43,83.9
2026-05-28,Mumbai,18,70.8,41,84.0
2026-05-29,Mumbai,18,69.0,41,84.0
2026-05-30,Mumbai,18,70.4,42,84.1
2026-05-31,Mumbai,18,61.7,42,84.4
2026-06-01,Mumbai,18,70.7,44,84.3
2026-06-02,Mumbai,18,69.0,39,84.3
2026-06-03,Mumbai,18,66.2,37,84.3
2026-06-04,Mumbai,18,64.3,41,84.0
2026-06-05,Mumbai,18,71.2,51,84.1
2026-06-06,Mumbai,18,66.7,43,83.7
2026-06-07,Mumbai,18,61.4,48,84.3
2026-06-08,Mumbai,18,66.9,35,83.8
2026-06-09,Mumbai,18,70.8,40,84.3
2026-06-10,Mumbai,18,73.3,46,84.1
2026-06-11,Mumbai,18,68.7,49,84.1
2026-06-12,Mumbai,18,66.0,43,84.5
2026-06-13,Mumbai,18,71.8,32,84.3
2026-06-14,Mumbai,18,64.9,49,84.1
2026-06-15,Mumbai,18,67.0,46,84.5
2026-06-16,Mumbai,18,65.0,51,84.4
2026-06-17,Mumbai,18,63.1,52,84.5
2026-06-18,Mumbai,18,67.8,46,84.3
2026-06-19,Mumbai,18,68.0,44,84.1
2026-06-20,Mumbai,18,65.9,47,84.3
2026-06-21,Mumbai,18,64.9,41,84.3
2026-06-22,Mumbai,18,68.4,40,84.3
2026-06-23,Mumbai,18,64.3,49,84.4
2026-06-24,Mumbai,18,68.6,34,84.5
2026-06-25,Mumbai,18,65.5,47,84.3
2026-06-26,Mumbai,18,65.2,34,83.7
2026-06-27,Mumbai,18,68.6,44,84.1
2026-06-28,Mumbai,18,66.8,39,84.7
2026-06-29,Mumbai,18,72.5,37,84.7
2026-06-30,Mumbai,18,64.6,51,84.4
2026-07-01,Mumbai,18,69.2,44,84.3
2026-07-02,Mumbai,18,60.6,58,84.4
2026-07-03,Mumbai,18,66.2,37,84.4
2026-07-04,Mumbai,18,66.0,54,84.3
2026-07-05,Mumbai,18,68.0,53,84.7
2026-07-06,Mumbai,18,68.5,43,84.3
2026-07-07,Mumbai,18,66.7,46,84.8
2026-07-08,Mumbai,18,68.4,49,84.8
2026-07-09,Mumbai,18,65.8,52,84.4
2026-07-10,Mumbai,18,67.2,42,84.5
2026-07-11,Mumbai,18,68.2,38,84.7
2026-07-12,Mumbai,18,61.6,40,84.7
2026-07-13,Mumbai,18,68.0,41,84.8
2026-07-14,Mumbai,18,68.2,45,84.3
2026-07-15,Mumbai,18,66.3,43,84.5
2026-07-16,Mumbai,18,68.9,49,85.0
2026-07-17,Mumbai,18,65.7,51,84.5
2026-07-18,Mumbai,18,62.3,53,85.1
2026-07-19,Mumbai,18,71.0,49,84.6
2026-07-20,Mumbai,18,65.8,51,85.2
2026-07-21,Mumbai,18,67.0,39,84.9
2026-07-22,Mumbai,18,67.8,46,84.8
2026-07-23,Mumbai,18,58.7,49,84.8
2026-07-24,Mumbai,18,62.4,45,84.9
2026-07-25,Mumbai,18,69.4,43,84.8
2026-07-26,Mumbai,18,66.9,46,84.2
2026-07-27,Mumbai,18,63.7,44,84.8
2026-07-28,Mumbai,18,60.3,50,84.9
2026-07-29,Mumbai,18,62.1,47,85.0
2026-07-30,Mumbai,18,73.0,41,85.0
2026-07-31,Mumbai,18,69.8,56,85.0
2026-08-01,Mumbai,18,72.3,35,85.0
2026-08-02,Mumbai,18,63.0,60,85.3
2026-08-03,Mumbai,18,73.5,39,84.7
2026-08-04,Mumbai,18,66.6,39,85.3
2026-08-05,Mumbai,18,65.3,41,85.0
2026-08-06,Mumbai,18,71.0,37,84.9
2026-08-07,Mumbai,18,72.9,43,85.2
2026-08-08,Mumbai,18,68.1,40,85.0
2026-08-09,Mumbai,18,65.2,40,85.3
2026-08-10,Mumbai,18,65.4,47,85.0
2026-08-11,Mumbai,18,64.6,45,85.2
2026-08-12,Mumbai,18,71.0,41,85.1
2026-08-13,Mumbai,18,68.8,39,84.8
2026-08-14,Mumbai,18,69.9,35,85.4
2026-08-15,Mumbai,18,69.5,39,85.4
2026-08-16,Mumbai,18,64.6,52,85.0
2026-08-17,Mumbai,18,65.2,45,85.2
2026-08-18,Mumbai,18,65.9,44,84.8
2026-08-19,Mumbai,18,68.7,41,85.3
2026-08-20,Mumbai,18,64.1,40,85.0
2026-08-21,Mumbai,18,67.1,42,85.1
2026-08-22,Mumbai,18,73.0,40,85.1
2026-08-23,Mumbai,18,66.2,42,85.4
2026-08-24,Mumbai,18,68.3,31,85.3
2026-08-25,Mumbai,18,71.7,35,85.6
2026-08-26,Mumbai,18,66.5,46,85.3
2026-08-27,Mumbai,18,67.6,39,85.6
2026-08-28,Mumbai,18,64.8,53,85.8
2026-08-29,Mumbai,18,66.4,50,85.2
2026-08-30,Mumbai,18,68.1,35,84.9
2026-08-31,Mumbai,18,67.5,50,85.6
2026-09-01,Mumbai,18,63.0,41,85.6
2026-09-02,Mumbai,18,65.8,42,85.6
2026-09-03,Mumbai,18,64.5,47,85.5
2026-09-04,Mumbai,18,65.3,51,85.2
2026-09-05,Mumbai,18,67.8,44,85.6
2026-09-06,Mumbai,18,65.3,54,85.5
2026-09-07,Mumbai,18,62.0,56,85.7
2026-09-08,Mumbai,18,72.6,46,85.5
2026-09-09,Mumbai,18,71.1,39,85.5
2026-09-10,Mumbai,18,72.7,39,85.6
2026-09-11,Mumbai,18,66.1,49,85.4
2026-09-12,Mumbai,18,66.1,41,85.5
2026-09-13,Mumbai,18,62.3,48,85.3
2026-09-14,Mumbai,18,70.1,41,85.4
2026-09-15,Mumbai,18,71.8,36,85.3
2026-09-16,Mumbai,18,63.0,42,85.3
2026-09-17,Mumbai,18,65.4,45,85.7
2026-09-18,Mumbai,18,63.0,49,86.0
2026-09-19,Mumbai,18,71.1,45,85.7
2026-09-20,Mumbai,18,63.3,44,85.8
2026-09-21,Mumbai,18,64.2,49,85.8
2026-09-22,Mumbai,18,66.3,40,85.3
2026-09-23,Mumbai,18,66.4,38,85.6
2026-09-24,Mumbai,18,68.0,46,85.8
2026-09-25,Mumbai,18,67.9,47,85.9
2026-09-26,Mumbai,18,70.4,47,85.8
2026-09-27,Mumbai,18,73.0,33,85.6
2026-09-28,Mumbai,18,68.7,40,86.0
2026-09-29,Mumbai,18,66.7,40,85.4
2026-09-30,Mumbai,18,62.6,42,86.1
2026-10-01,Mumbai,18,67.6,33,85.5
2026-10-02,Mumbai,18,67.6,41,85.8
2026-10-03,Mumbai,18,65.1,55,85.9
2026-10-04,Mumbai,18,66.9,42,86.2
2026-10-05,Mumbai,18,66.7,39,85.7
2026-10-06,Mumbai,18,64.2,42,85.6
2026-10-07,Mumbai,18,63.8,44,85.9
2026-10-08,Mumbai,18,72.1,42,86.1
2026-10-09,Mumbai,18,66.0,45,85.8
2026-10-10,Mumbai,18,63.1,45,86.0
2026-10-11,Mumbai,18,61.1,56,85.9
2026-10-12,Mumbai,18,65.6,38,85.9
2026-10-13,Mumbai,18,66.0,43,85.8
2026-10-14,Mumbai,18,66.9,35,85.7
2026-10-15,Mumbai,18,65.9,43,85.9
2026-10-16,Mumbai,18,67.6,37,86.1
2026-10-17,Mumbai,18,70.1,50,86.1
2026-10-18,Mumbai,18,65.7,40,86.0
2026-10-19,Mumbai,18,63.0,37,85.9
2026-10-20,Mumbai,18,65.8,43,86.4
2026-10-21,Mumbai,18,73.9,41,85.8
2026-10-22,Mumbai,18,73.2,34,85.7
2026-10-23,Mumbai,18,68.5,32,86.2
2026-10-24,Mumbai,18,71.5,39,85.8
2026-10-25,Mumbai,18,62.3,49,86.2
2026-10-26,Mumbai,18,66.2,45,86.0
2026-10-27,Mumbai,18,69.7,45,86.3
2026-10-28,Mumbai,18,66.4,51,86.2
2026-10-29,Mumbai,18,66.0,44,86.3
2026-10-30,Mumbai,18,72.5,44,86.1
2026-10-31,Mumbai,18,64.8,40,86.1
2026-11-01,Mumbai,18,70.8,43,86.0
2026-11-02,Mumbai,18,67.9,40,86.3
2026-11-03,Mumbai,18,64.4,36,86.4
2026-11-04,Mumbai,18,64.6,41,86.3
2026-11-05,Mumbai,18,64.4,46,86.3
2026-11-06,Mumbai,18,67.7,45,86.4
2026-11-07,Mumbai,18,73.4,41,86.1
2026-11-08,Mumbai,18,64.7,37,85.7
2026-11-09,Mumbai,18,70.0,34,86.2
2026-11-10,Mumbai,18,71.6,45,86.2
2026-11-11,Mumbai,18,72.3,38,86.4
2026-11-12,Mumbai,18,70.2,40,86.4
2026-11-13,Mumbai,18,61.2,46,86.4
2026-11-14,Mumbai,18,72.0,33,86.3
2026-11-15,Mumbai,18,71.0,41,86.1
2026-11-16,Mumbai,18,72.4,40,86.6
2026-11-17,Mumbai,18,69.5,40,86.0
2026-11-18,Mumbai,18,66.7,50,86.5
2026-11-19,Mumbai,18,64.0,42,86.3
2026-11-20,Mumbai,18,67.6,47,86.3
2026-11-21,Mumbai,18,69.5,40,86.6
2026-11-22,Mumbai,18,72.6,32,86.6
2026-11-23,Mumbai,18,67.2,45,86.9
2026-11-24,Mumbai,18,64.0,51,86.4
2026-11-25,Mumbai,18,69.8,39,86.4
2026-11-26,Mumbai,18,71.4,40,86.4
2026-11-27,Mumbai,18,65.4,40,86.4
2026-11-28,Mumbai,18,68.1,43,86.4
2026-11-29,Mumbai,18,66.6,41,86.4
2026-11-30,Mumbai,18,65.6,42,86.5
2026-12-01,Mumbai,18,70.1,35,86.3
2026-12-02,Mumbai,18,73.7,38,86.4
2026-12-03,Mumbai,18,72.6,41,86.7
2026-12-04,Mumbai,18,70.4,35,86.4
2026-12-05,Mumbai,18,64.0,46,86.9
2026-12-06,Mumbai,18,68.1,39,86.6
2026-12-07,Mumbai,18,69.5,41,86.9
2026-12-08,Mumbai,18,70.9,37,86.8
2026-12-09,Mumbai,18,65.4,37,86.5
2026-12-10,Mumbai,18,72.3,41,86.7
2026-12-11,Mumbai,18,63.4,45,86.7
2026-12-12,Mumbai,18,69.0,46,86.8
2026-12-13,Mumbai,18,67.6,32,86.6
2026-12-14,Mumbai,18,69.2,40,86.6
2026-12-15,Mumbai,18,67.2,56,87.0
2026-12-16,Mumbai,18,69.7,36,87.0
2026-12-17,Mumbai,18,67.1,45,87.2
2026-12-18,Mumbai,18,69.6,37,86.8
2026-12-19,Mumbai,18,67.3,45,87.0
2026-12-20,Mumbai,18,66.2,41,86.8
2026-12-21,Mumbai,18,67.7,41,86.8
2026-12-22,Mumbai,18,65.9,44,86.8
2026-12-23,Mumbai,18,66.2,46,86.6
2026-12-24,Mumbai,18,69.4,49,86.6
2026-12-25,Mumbai,18,68.4,41,87.1
2026-12-26,Mumbai,18,72.3,39,87.0
2026-12-27,Mumbai,18,65.0,46,87.0
2026-12-28,Mumbai,18,71.6,41,87.1
2026-12-29,Mumbai,18,65.6,44,87.1
2026-12-30,Mumbai,18,67.3,51,87.3
2026-12-31,Mumbai,18,70.6,38,86.3
2024-01-01,Bengaluru,10,65.8,42,72.4
2024-01-02,Bengaluru,10,62.1,62,71.9
2024-01-03,Bengaluru,10,68.4,44,72.3
2024-01-04,Bengaluru,10,66.2,35,72.3
2024-01-05,Bengaluru,10,67.1,37,71.8
2024-01-06,Bengaluru,10,64.2,44,72.0
2024-01-07,Bengaluru,10,70.7,44,72.2
2024-01-08,Bengaluru,10,63.6,53,71.9
2024-01-09,Bengaluru,10,69.2,38,72.8
2024-01-10,Bengaluru,10,65.8,38,72.2
2024-01-11,Bengaluru,10,66.5,47,71.9
2024-01-12,Bengaluru,10,64.2,38,72.0
2024-01-13,Bengaluru,10,70.3,38,72.2
2024-01-14,Bengaluru,10,69.1,35,71.9
2024-01-15,Bengaluru,10,72.2,40,71.8
2024-01-16,Bengaluru,10,68.2,34,72.1
2024-01-17,Bengaluru,10,66.4,39,71.8
