Date,City,Area,Average_Speed,Congestion_Index,Vehicle_Count,Peak_Hour,Accident_Count
2024-07-11,Mumbai,Suburbs,45.5,35.5,28856,08:00 - 10:00,5
2024-07-11,Mumbai,Industrial,24.1,54.9,19715,17:00 - 19:00,4
2024-07-11,Mumbai,Residential,26.2,37.6,24470,08:00 - 10:00,4
2024-07-12,Mumbai,Downtown,10.5,84.9,56527,08:00 - 10:00,17
2024-07-12,Mumbai,Suburbs,47.8,31.4,25737,08:00 - 10:00,2
2024-07-12,Mumbai,Industrial,30.4,42.4,19707,17:00 - 19:00,2
2024-07-12,Mumbai,Residential,29.8,45.0,24891,17:00 - 19:00,3
2024-07-13,Mumbai,Downtown,14.8,46.3,32732,12:00 - 14:00,9
2024-07-13,Mumbai,Suburbs,36.8,39.8,29259,12:00 - 14:00,4
2024-07-13,Mumbai,Industrial,39.2,28.3,11618,12:00 - 14:00,2
2024-07-13,Mumbai,Residential,29.0,26.5,11198,12:00 - 14:00,2
2024-07-14,Mumbai,Downtown,12.9,51.0,34924,12:00 - 14:00,8
2024-07-14,Mumbai,Suburbs,48.3,34.2,30291,12:00 - 14:00,2
2024-07-14,Mumbai,Industrial,39.3,29.4,9117,12:00 - 14:00,1
2024-07-14,Mumbai,Residential,33.8,23.1,10877,12:00 - 14:00,1
2024-07-15,Mumbai,Downtown,10.0,90.5,62126,17:00 - 19:00,37
2024-07-15,Mumbai,Suburbs,45.4,41.6,28150,17:00 - 19:00,6
2024-07-15,Mumbai,Industrial,22.9,55.6,20170,17:00 - 19:00,6
2024-07-15,Mumbai,Residential,24.3,49.1,23175,17:00 - 19:00,8
2024-07-16,Mumbai,Downtown,10.0,91.7,55353,08:00 - 10:00,13
2024-07-16,Mumbai,Suburbs,49.1,33.9,26988,17:00 - 19:00,3
2024-07-16,Mumbai,Industrial,28.8,53.3,21400,17:00 - 19:00,4
2024-07-16,Mumbai,Residential,20.3,44.8,23869,08:00 - 10:00,4
2024-07-17,Mumbai,Downtown,10.4,85.6,60707,08:00 - 10:00,10
2024-07-17,Mumbai,Suburbs,48.2,30.0,27849,17:00 - 19:00,2
2024-07-17,Mumbai,Industrial,33.8,43.7,20969,08:00 - 10:00,2
2024-07-17,Mumbai,Residential,28.1,40.7,24350,17:00 - 19:00,4
2024-07-18,Mumbai,Downtown,14.5,88.6,60449,17:00 - 19:00,16
2024-07-18,Mumbai,Suburbs,51.5,37.2,27541,17:00 - 19:00,3
2024-07-18,Mumbai,Industrial,28.9,51.3,21114,08:00 - 10:00,5
2024-07-18,Mumbai,Residential,35.7,39.3,23073,17:00 - 19:00,2
2024-07-19,Mumbai,Downtown,10.0,97.1,59053,08:00 - 10:00,15
2024-07-19,Mumbai,Suburbs,40.1,50.0,27676,08:00 - 10:00,6
2024-07-19,Mumbai,Industrial,22.9,61.1,19993,08:00 - 10:00,5
2024-07-19,Mumbai,Residential,19.1,56.4,21031,08:00 - 10:00,7
2024-07-20,Mumbai,Downtown,22.4,44.9,30950,12:00 - 14:00,4
2024-07-20,Mumbai,Suburbs,45.3,31.0,28691,12:00 - 14:00,4
2024-07-20,Mumbai,Industrial,38.9,26.1,10401,12:00 - 14:00,1
2024-07-20,Mumbai,Residential,35.9,19.1,12130,12:00 - 14:00,1
2024-07-21,Mumbai,Downtown,14.5,57.2,29417,12:00 - 14:00,12
2024-07-21,Mumbai,Suburbs,38.3,48.1,30112,12:00 - 14:00,7
2024-07-21,Mumbai,Industrial,40.9,22.7,10021,12:00 - 14:00,1
2024-07-21,Mumbai,Residential,30.0,25.6,11272,12:00 - 14:00,2
2024-07-22,Mumbai,Downtown,15.1,87.8,65211,08:00 - 10:00,10
2024-07-22,Mumbai,Suburbs,38.6,37.7,26991,08:00 - 10:00,2
2024-07-22,Mumbai,Industrial,32.0,49.3,19852,17:00 - 19:00,3
2024-07-22,Mumbai,Residential,22.2,41.8,24233,17:00 - 19:00,4
2024-07-23,Mumbai,Downtown,10.0,90.1,63358,17:00 - 19:00,20
2024-07-23,Mumbai,Suburbs,43.7,39.9,27890,17:00 - 19:00,4
2024-07-23,Mumbai,Industrial,31.6,55.1,20369,17:00 - 19:00,4
2024-07-23,Mumbai,Residential,29.0,48.2,23773,08:00 - 10:00,2
2024-07-24,Mumbai,Downtown,10.0,99.0,61401,08:00 - 10:00,42
2024-07-24,Mumbai,Suburbs,32.4,60.8,26010,08:00 - 10:00,10
2024-07-24,Mumbai,Industrial,21.6,63.3,21198,08:00 - 10:00,5
2024-07-24,Mumbai,Residential,15.6,58.9,24209,08:00 - 10:00,10
2024-07-25,Mumbai,Downtown,10.0,90.4,61300,17:00 - 19:00,35
2024-07-25,Mumbai,Suburbs,34.8,43.9,25956,08:00 - 10:00,3
2024-07-25,Mumbai,Industrial,17.8,62.4,20046,08:00 - 10:00,9
2024-07-25,Mumbai,Residential,21.9,51.7,24253,17:00 - 19:00,5
2024-07-26,Mumbai,Downtown,11.0,80.9,65357,17:00 - 19:00,16
2024-07-26,Mumbai,Suburbs,45.2,35.9,25995,08:00 - 10:00,3
2024-07-26,Mumbai,Industrial,31.6,50.7,20803,08:00 - 10:00,4
2024-07-26,Mumbai,Residential,28.9,44.5,22323,08:00 - 10:00,4
2024-07-27,Mumbai,Downtown,12.7,54.8,32488,12:00 - 14:00,13
2024-07-27,Mumbai,Suburbs,39.6,46.1,28403,12:00 - 14:00,9
2024-07-27,Mumbai,Industrial,36.6,26.6,10644,12:00 - 14:00,1
2024-07-27,Mumbai,Residential,34.2,18.6,12458,12:00 - 14:00,1
2024-07-28,Mumbai,Downtown,18.7,39.5,32593,12:00 - 14:00,3
2024-07-28,Mumbai,Suburbs,41.8,39.7,30280,12:00 - 14:00,4
2024-07-28,Mumbai,Industrial,37.8,18.6,10479,12:00 - 14:00,1
2024-07-28,Mumbai,Residential,33.4,19.9,11737,12:00 - 14:00,1
2024-07-29,Mumbai,Downtown,14.8,87.6,61444,17:00 - 19:00,16
2024-07-29,Mumbai,Suburbs,42.8,32.3,26757,17:00 - 19:00,2
2024-07-29,Mumbai,Industrial,31.8,44.5,20885,08:00 - 10:00,3
2024-07-29,Mumbai,Residential,18.7,41.9,23736,17:00 - 19:00,4
2024-07-30,Mumbai,Downtown,17.4,94.1,58703,17:00 - 19:00,27
2024-07-30,Mumbai,Suburbs,39.9,39.8,26726,17:00 - 19:00,3
2024-07-30,Mumbai,Industrial,35.1,47.1,20860,17:00 - 19:00,4
2024-07-30,Mumbai,Residential,29.4,40.3,24510,17:00 - 19:00,3
2024-07-31,Mumbai,Downtown,16.4,93.2,59684,17:00 - 19:00,27
2024-07-31,Mumbai,Suburbs,39.2,43.5,25657,08:00 - 10:00,2
2024-07-31,Mumbai,Industrial,36.0,48.0,19879,08:00 - 10:00,2
2024-07-31,Mumbai,Residential,28.4,44.7,24414,08:00 - 10:00,3
2024-08-01,Mumbai,Downtown,10.0,91.7,60636,17:00 - 19:00,40
2024-08-01,Mumbai,Suburbs,49.5,36.6,28279,08:00 - 10:00,4
2024-08-01,Mumbai,Industrial,30.1,52.7,19910,17:00 - 19:00,8
2024-08-01,Mumbai,Residential,29.1,42.0,23097,08:00 - 10:00,3
2024-08-02,Mumbai,Downtown,10.0,99.0,61138,17:00 - 19:00,30
2024-08-02,Mumbai,Suburbs,35.4,51.8,27612,17:00 - 19:00,7
2024-08-02,Mumbai,Industrial,21.6,61.3,19753,17:00 - 19:00,7
2024-08-02,Mumbai,Residential,22.3,54.3,24658,08:00 - 10:00,8
2024-08-03,Mumbai,Downtown,24.8,46.8,27421,12:00 - 14:00,9
2024-08-03,Mumbai,Suburbs,43.8,45.8,30361,12:00 - 14:00,7
2024-08-03,Mumbai,Industrial,29.3,28.7,8792,12:00 - 14:00,2
2024-08-03,Mumbai,Residential,24.8,28.9,10608,12:00 - 14:00,1
2024-08-04,Mumbai,Downtown,18.9,64.3,29635,12:00 - 14:00,8
2024-08-04,Mumbai,Suburbs,33.2,52.0,30212,12:00 - 14:00,9
2024-08-04,Mumbai,Industrial,27.6,34.3,9387,12:00 - 14:00,2
2024-08-04,Mumbai,Residential,27.4,38.1,11921,12:00 - 14:00,3
2024-08-05,Mumbai,Downtown,10.4,93.0,60617,08:00 - 10:00,24
2024-08-05,Mumbai,Suburbs,41.5,39.4,26942,17:00 - 19:00,8
2024-08-05,Mumbai,Industrial,22.7,56.2,20261,08:00 - 10:00,8
2024-08-05,Mumbai,Residential,33.3,36.8,25892,08:00 - 10:00,6
2024-08-06,Mumbai,Downtown,12.4,85.4,57438,17:00 - 19:00,21
2024-08-06,Mumbai,Suburbs,47.0,35.0,27194,17:00 - 19:00,2
2024-08-06,Mumbai,Industrial,30.7,46.5,20004,08:00 - 10:00,2
2024-08-06,Mumbai,Residential,25.6,41.9,24863,08:00 - 10:00,4
2024-08-07,Mumbai,Downtown,10.0,99.0,61886,08:00 - 10:00,37
2024-08-07,Mumbai,Suburbs,45.6,41.2,27757,17:00 - 19:00,5
2024-08-07,Mumbai,Industrial,28.0,49.0,20160,08:00 - 10:00,3
2024-08-07,Mumbai,Residential,28.3,55.1,22958,17:00 - 19:00,6
2024-08-08,Mumbai,Downtown,15.2,82.0,59855,08:00 - 10:00,12
2024-08-08,Mumbai,Suburbs,39.9,37.5,27361,08:00 - 10:00,5
2024-08-08,Mumbai,Industrial,27.0,51.2,20669,08:00 - 10:00,5
2024-08-08,Mumbai,Residential,31.6,41.8,23273,17:00 - 19:00,2
2024-08-09,Mumbai,Downtown,15.6,93.6,62190,17:00 - 19:00,28
2024-08-09,Mumbai,Suburbs,42.9,34.3,27063,08:00 - 10:00,2
2024-08-09,Mumbai,Industrial,32.6,40.1,20081,17:00 - 19:00,4
2024-08-09,Mumbai,Residential,27.8,39.7,25488,17:00 - 19:00,3
2024-08-10,Mumbai,Downtown,24.7,38.7,26921,12:00 - 14:00,4
2024-08-10,Mumbai,Suburbs,41.4,46.2,29907,12:00 - 14:00,5
2024-08-10,Mumbai,Industrial,29.0,31.6,10077,12:00 - 14:00,1
2024-08-10,Mumbai,Residential,30.4,28.4,11104,12:00 - 14:00,1
2024-08-11,Mumbai,Downtown,18.5,54.9,33895,12:00 - 14:00,6
2024-08-11,Mumbai,Suburbs,38.1,47.9,30039,12:00 - 14:00,7
2024-08-11,Mumbai,Industrial,27.2,37.6,9910,12:00 - 14:00,2
2024-08-11,Mumbai,Residential,31.1,36.7,12623,12:00 - 14:00,3
2024-08-12,Mumbai,Downtown,10.6,99.0,61174,08:00 - 10:00,27
2024-08-12,Mumbai,Suburbs,46.9,39.3,27071,08:00 - 10:00,6
2024-08-12,Mumbai,Industrial,22.3,62.6,20155,17:00 - 19:00,4
2024-08-12,Mumbai,Residential,25.5,52.2,23566,08:00 - 10:00,5
2024-08-13,Mumbai,Downtown,11.7,83.3,61786,08:00 - 10:00,23
2024-08-13,Mumbai,Suburbs,49.1,36.0,26879,08:00 - 10:00,4
2024-08-13,Mumbai,Industrial,31.2,60.1,19870,08:00 - 10:00,3
2024-08-13,Mumbai,Residential,28.1,47.1,24545,08:00 - 10:00,4
2024-08-14,Mumbai,Downtown,10.0,88.3,61002,08:00 - 10:00,15
2024-08-14,Mumbai,Suburbs,49.2,32.3,25485,17:00 - 19:00,3
2024-08-14,Mumbai,Industrial,33.1,49.3,20703,17:00 - 19:00,3
2024-08-14,Mumbai,Residential,30.3,32.9,23051,08:00 - 10:00,3
2024-08-15,Mumbai,Downtown,11.4,95.7,59056,08:00 - 10:00,22
2024-08-15,Mumbai,Suburbs,44.4,34.6,26425,08:00 - 10:00,4
2024-08-15,Mumbai,Industrial,31.7,41.3,19857,08:00 - 10:00,3
2024-08-15,Mumbai,Residential,28.9,42.4,24142,08:00 - 10:00,3
2024-08-16,Mumbai,Downtown,10.0,99.0,59028,08:00 - 10:00,29
2024-08-16,Mumbai,Suburbs,36.8,53.3,27144,17:00 - 19:00,4
2024-08-16,Mumbai,Industrial,20.3,64.6,20217,08:00 - 10:00,8
2024-08-16,Mumbai,Residential,19.5,52.4,25033,17:00 - 19:00,7
2024-08-17,Mumbai,Downtown,21.5,47.8,32149,12:00 - 14:00,6
2024-08-17,Mumbai,Suburbs,45.2,39.5,29929,12:00 - 14:00,2
2024-08-17,Mumbai,Industrial,42.1,23.0,9995,12:00 - 14:00,1
2024-08-17,Mumbai,Residential,32.6,21.9,12068,12:00 - 14:00,1
2024-08-18,Mumbai,Downtown,19.3,38.3,29413,12:00 - 14:00,2
2024-08-18,Mumbai,Suburbs,40.2,45.6,28828,12:00 - 14:00,3
2024-08-18,Mumbai,Industrial,37.4,25.3,10768,12:00 - 14:00,1
2024-08-18,Mumbai,Residential,34.3,21.1,11058,12:00 - 14:00,1
2024-08-19,Mumbai,Downtown,10.0,99.0,61433,08:00 - 10:00,35
2024-08-19,Mumbai,Suburbs,37.2,54.3,26395,08:00 - 10:00,6
2024-08-19,Mumbai,Industrial,24.3,56.3,20841,17:00 - 19:00,3
2024-08-19,Mumbai,Residential,25.2,48.2,25607,17:00 - 19:00,7
2024-08-20,Mumbai,Downtown,12.8,82.0,58640,17:00 - 19:00,16
2024-08-20,Mumbai,Suburbs,41.5,42.8,26382,08:00 - 10:00,3
2024-08-20,Mumbai,Industrial,32.7,43.4,20512,08:00 - 10:00,2
2024-08-20,Mumbai,Residential,31.3,41.5,24423,17:00 - 19:00,3
2024-08-21,Mumbai,Downtown,12.2,83.9,56702,08:00 - 10:00,16
2024-08-21,Mumbai,Suburbs,49.9,31.9,25994,08:00 - 10:00,4
2024-08-21,Mumbai,Industrial,30.3,42.9,20312,17:00 - 19:00,3
2024-08-21,Mumbai,Residential,27.1,43.9,24977,17:00 - 19:00,4
2024-08-22,Mumbai,Downtown,10.8,87.9,56732,08:00 - 10:00,13
2024-08-22,Mumbai,Suburbs,41.6,37.4,26739,08:00 - 10:00,3
2024-08-22,Mumbai,Industrial,33.0,47.4,21202,17:00 - 19:00,2
2024-08-22,Mumbai,Residential,24.9,46.5,24475,08:00 - 10:00,3
2024-08-23,Mumbai,Downtown,10.0,99.0,58029,17:00 - 19:00,43
2024-08-23,Mumbai,Suburbs,38.4,53.4,27827,17:00 - 19:00,8
2024-08-23,Mumbai,Industrial,20.4,65.6,21033,08:00 - 10:00,8
2024-08-23,Mumbai,Residential,19.3,56.6,23959,17:00 - 19:00,5
2024-08-24,Mumbai,Downtown,24.7,42.5,27791,12:00 - 14:00,3
2024-08-24,Mumbai,Suburbs,42.1,46.4,30351,12:00 - 14:00,6
2024-08-24,Mumbai,Industrial,38.7,25.4,9904,12:00 - 14:00,1
2024-08-24,Mumbai,Residential,34.2,12.6,11479,12:00 - 14:00,0
2024-08-25,Mumbai,Downtown,23.1,46.1,27714,12:00 - 14:00,4
2024-08-25,Mumbai,Suburbs,46.9,38.8,30401,12:00 - 14:00,6
2024-08-25,Mumbai,Industrial,33.4,26.8,11497,12:00 - 14:00,1
2024-08-25,Mumbai,Residential,35.2,18.2,12737,12:00 - 14:00,1
2024-08-26,Mumbai,Downtown,11.4,86.9,59738,17:00 - 19:00,23
2024-08-26,Mumbai,Suburbs,42.9,32.2,28450,17:00 - 19:00,3
2024-08-26,Mumbai,Industrial,33.2,51.7,20418,08:00 - 10:00,4
2024-08-26,Mumbai,Residential,28.3,39.7,24803,08:00 - 10:00,3
2024-08-27,Mumbai,Downtown,10.0,89.4,59541,08:00 - 10:00,11
2024-08-27,Mumbai,Suburbs,48.1,24.2,26084,17:00 - 19:00,3
2024-08-27,Mumbai,Industrial,31.8,39.9,20565,17:00 - 19:00,3
2024-08-27,Mumbai,Residential,26.4,44.3,24195,17:00 - 19:00,3
2024-08-28,Mumbai,Downtown,12.7,83.4,59939,08:00 - 10:00,9
2024-08-28,Mumbai,Suburbs,46.7,30.1,28349,17:00 - 19:00,2
2024-08-28,Mumbai,Industrial,34.4,51.0,20465,08:00 - 10:00,2
2024-08-28,Mumbai,Residential,30.6,40.8,22939,08:00 - 10:00,3
2024-08-29,Mumbai,Downtown,15.9,85.0,59644,08:00 - 10:00,17
2024-08-29,Mumbai,Suburbs,45.1,38.6,27546,08:00 - 10:00,3
2024-08-29,Mumbai,Industrial,25.9,43.7,19775,08:00 - 10:00,2
2024-08-29,Mumbai,Residential,32.6,35.9,23564,17:00 - 19:00,2
2024-08-30,Mumbai,Downtown,12.1,85.5,62632,17:00 - 19:00,19
2024-08-30,Mumbai,Suburbs,41.2,40.5,26145,08:00 - 10:00,5
2024-08-30,Mumbai,Industrial,29.4,55.4,20335,17:00 - 19:00,5
2024-08-30,Mumbai,Residential,24.6,42.3,25209,08:00 - 10:00,3
2024-08-31,Mumbai,Downtown,20.8,44.3,29584,12:00 - 14:00,6
2024-08-31,Mumbai,Suburbs,47.4,40.1,29915,12:00 - 14:00,5
2024-08-31,Mumbai,Industrial,39.2,25.6,10835,12:00 - 14:00,1
2024-08-31,Mumbai,Residential,33.5,19.7,13531,12:00 - 14:00,1
2024-09-01,Mumbai,Downtown,15.8,59.4,34623,12:00 - 14:00,5
2024-09-01,Mumbai,Suburbs,33.5,50.1,30901,12:00 - 14:00,5
2024-09-01,Mumbai,Industrial,32.4,35.1,9512,12:00 - 14:00,2
2024-09-01,Mumbai,Residential,32.1,28.4,13327,12:00 - 14:00,2
2024-09-02,Mumbai,Downtown,11.1,91.5,59911,08:00 - 10:00,19
2024-09-02,Mumbai,Suburbs,50.1,31.1,27460,08:00 - 10:00,2
2024-09-02,Mumbai,Industrial,27.1,44.2,21109,17:00 - 19:00,4
2024-09-02,Mumbai,Residential,25.8,39.1,22394,17:00 - 19:00,3
2024-09-03,Mumbai,Downtown,10.0,92.0,57894,17:00 - 19:00,19
2024-09-03,Mumbai,Suburbs,47.1,39.6,25863,17:00 - 19:00,4
2024-09-03,Mumbai,Industrial,33.5,52.0,19783,17:00 - 19:00,4
2024-09-03,Mumbai,Residential,28.8,41.9,25137,17:00 - 19:00,5
2024-09-04,Mumbai,Downtown,15.3,87.2,62741,08:00 - 10:00,20
2024-09-04,Mumbai,Suburbs,40.9,38.7,27857,17:00 - 19:00,2
2024-09-04,Mumbai,Industrial,29.0,53.4,18369,08:00 - 10:00,4
2024-09-04,Mumbai,Residential,24.6,45.9,25685,08:00 - 10:00,5
2024-09-05,Mumbai,Downtown,11.3,91.3,62317,17:00 - 19:00,26
2024-09-05,Mumbai,Suburbs,42.0,43.9,27544,17:00 - 19:00,5
2024-09-05,Mumbai,Industrial,32.3,53.2,18855,17:00 - 19:00,4
2024-09-05,Mumbai,Residential,26.5,46.0,24402,08:00 - 10:00,4
2024-09-06,Mumbai,Downtown,15.6,90.5,56789,17:00 - 19:00,12
2024-09-06,Mumbai,Suburbs,45.4,25.1,26820,08:00 - 10:00,3
2024-09-06,Mumbai,Industrial,28.3,48.0,21213,17:00 - 19:00,4
2024-09-06,Mumbai,Residential,29.3,40.5,24578,08:00 - 10:00,4
2024-09-07,Mumbai,Downtown,19.9,45.8,32032,12:00 - 14:00,5
2024-09-07,Mumbai,Suburbs,42.8,38.1,29702,12:00 - 14:00,5
2024-09-07,Mumbai,Industrial,38.3,22.4,10700,12:00 - 14:00,1
2024-09-07,Mumbai,Residential,31.4,22.3,12879,12:00 - 14:00,1
2024-09-08,Mumbai,Downtown,24.8,45.7,30664,12:00 - 14:00,6
2024-09-08,Mumbai,Suburbs,45.6,33.1,29304,12:00 - 14:00,5
2024-09-08,Mumbai,Industrial,35.1,25.3,9281,12:00 - 14:00,0
2024-09-08,Mumbai,Residential,35.8,23.2,10892,12:00 - 14:00,0
2024-09-09,Mumbai,Downtown,10.0,90.6,60006,17:00 - 19:00,27
2024-09-09,Mumbai,Suburbs,48.9,35.4,26627,08:00 - 10:00,2
2024-09-09,Mumbai,Industrial,30.5,49.7,20986,17:00 - 19:00,4
2024-09-09,Mumbai,Residential,31.3,38.1,25363,17:00 - 19:00,3
2024-09-10,Mumbai,Downtown,10.0,89.9,59171,17:00 - 19:00,20
2024-09-10,Mumbai,Suburbs,44.5,37.2,27182,08:00 - 10:00,2
2024-09-10,Mumbai,Industrial,27.3,55.8,19205,08:00 - 10:00,2
2024-09-10,Mumbai,Residential,22.1,43.0,25776,08:00 - 10:00,2
2024-09-11,Mumbai,Downtown,12.4,90.5,60897,17:00 - 19:00,27
2024-09-11,Mumbai,Suburbs,46.7,30.1,26663,08:00 - 10:00,2
2024-09-11,Mumbai,Industrial,27.8,50.7,20703,08:00 - 10:00,4
2024-09-11,Mumbai,Residential,30.0,41.5,25206,08:00 - 10:00,3
2024-09-12,Mumbai,Downtown,17.1,86.5,61816,17:00 - 19:00,21
2024-09-12,Mumbai,Suburbs,43.8,30.3,28721,08:00 - 10:00,3
2024-09-12,Mumbai,Industrial,32.0,44.7,20480,17:00 - 19:00,4
2024-09-12,Mumbai,Residential,25.2,39.5,24144,08:00 - 10:00,4
2024-09-13,Mumbai,Downtown,17.6,80.8,61115,08:00 - 10:00,20
2024-09-13,Mumbai,Suburbs,43.9,35.2,27528,17:00 - 19:00,2
2024-09-13,Mumbai,Industrial,31.8,43.3,20361,08:00 - 10:00,3
2024-09-13,Mumbai,Residential,27.8,47.5,23059,17:00 - 19:00,4
2024-09-14,Mumbai,Downtown,23.3,41.2,27451,12:00 - 14:00,3
2024-09-14,Mumbai,Suburbs,45.9,38.8,29861,12:00 - 14:00,5
2024-09-14,Mumbai,Industrial,38.4,16.6,10068,12:00 - 14:00,1
2024-09-14,Mumbai,Residential,32.9,17.7,11929,12:00 - 14:00,1
2024-09-15,Mumbai,Downtown,20.4,47.0,30632,12:00 - 14:00,4
2024-09-15,Mumbai,Suburbs,39.5,37.7,29548,12:00 - 14:00,3
2024-09-15,Mumbai,Industrial,38.7,29.3,10442,12:00 - 14:00,1
2024-09-15,Mumbai,Residential,35.0,22.3,12517,12:00 - 14:00,1
2024-09-16,Mumbai,Downtown,11.6,92.9,60630,17:00 - 19:00,24
2024-09-16,Mumbai,Suburbs,45.7,35.2,27028,17:00 - 19:00,3
2024-09-16,Mumbai,Industrial,29.1,54.0,19929,08:00 - 10:00,5
2024-09-16,Mumbai,Residential,28.7,43.3,24347,08:00 - 10:00,4
2024-09-17,Mumbai,Downtown,12.5,80.4,59190,08:00 - 10:00,9
2024-09-17,Mumbai,Suburbs,47.9,34.0,26490,17:00 - 19:00,4
2024-09-17,Mumbai,Industrial,30.7,48.4,20769,08:00 - 10:00,4
2024-09-17,Mumbai,Residential,24.0,39.8,25136,17:00 - 19:00,2
2024-09-18,Mumbai,Downtown,12.5,85.7,56648,17:00 - 19:00,11
2024-09-18,Mumbai,Suburbs,51.7,26.6,26575,17:00 - 19:00,2
2024-09-18,Mumbai,Industrial,32.7,45.3,19740,17:00 - 19:00,4
2024-09-18,Mumbai,Residential,32.2,34.8,23985,08:00 - 10:00,2
2024-09-19,Mumbai,Downtown,10.0,91.0,59115,17:00 - 19:00,26
2024-09-19,Mumbai,Suburbs,45.2,34.7,27650,08:00 - 10:00,4
2024-09-19,Mumbai,Industrial,33.3,46.9,19031,08:00 - 10:00,4
2024-09-19,Mumbai,Residential,28.7,39.9,24742,08:00 - 10:00,2
2024-09-20,Mumbai,Downtown,10.0,92.3,58412,08:00 - 10:00,35
2024-09-20,Mumbai,Suburbs,41.6,45.2,27023,08:00 - 10:00,4
2024-09-20,Mumbai,Industrial,19.6,58.1,20967,17:00 - 19:00,8
2024-09-20,Mumbai,Residential,24.1,53.8,25836,08:00 - 10:00,6
2024-09-21,Mumbai,Downtown,19.3,42.7,32507,12:00 - 14:00,8
2024-09-21,Mumbai,Suburbs,43.5,38.4,30019,12:00 - 14:00,8
2024-09-21,Mumbai,Industrial,37.7,24.7,9824,12:00 - 14:00,1
2024-09-21,Mumbai,Residential,32.3,25.9,12455,12:00 - 14:00,1
2024-09-22,Mumbai,Downtown,21.5,47.4,31140,12:00 - 14:00,4
2024-09-22,Mumbai,Suburbs,46.3,32.6,29797,12:00 - 14:00,3
2024-09-22,Mumbai,Industrial,38.3,22.8,10390,12:00 - 14:00,1
2024-09-22,Mumbai,Residential,41.1,15.8,11989,12:00 - 14:00,1
2024-09-23,Mumbai,Downtown,10.0,99.0,61155,08:00 - 10:00,43
2024-09-23,Mumbai,Suburbs,37.7,44.5,28318,17:00 - 19:00,8
2024-09-23,Mumbai,Industrial,26.3,63.7,19993,17:00 - 19:00,3
2024-09-23,Mumbai,Residential,24.0,48.4,25941,17:00 - 19:00,4
2024-09-24,Mumbai,Downtown,10.4,98.2,60307,08:00 - 10:00,27
2024-09-24,Mumbai,Suburbs,48.0,34.0,28265,08:00 - 10:00,4
2024-09-24,Mumbai,Industrial,26.3,51.0,19868,17:00 - 19:00,5
2024-09-24,Mumbai,Residential,26.8,38.2,24527,08:00 - 10:00,4
2024-09-25,Mumbai,Downtown,13.9,92.3,58721,08:00 - 10:00,20
2024-09-25,Mumbai,Suburbs,51.2,36.9,25948,17:00 - 19:00,4
2024-09-25,Mumbai,Industrial,31.0,55.4,19175,17:00 - 19:00,5
2024-09-25,Mumbai,Residential,27.8,39.4,23026,08:00 - 10:00,4
2024-09-26,Mumbai,Downtown,10.0,98.7,61135,17:00 - 19:00,31
2024-09-26,Mumbai,Suburbs,37.1,45.3,27127,08:00 - 10:00,9
2024-09-26,Mumbai,Industrial,28.4,60.8,19231,17:00 - 19:00,3
2024-09-26,Mumbai,Residential,29.1,47.9,25842,17:00 - 19:00,6
2024-09-27,Mumbai,Downtown,16.2,85.0,63074,08:00 - 10:00,15
2024-09-27,Mumbai,Suburbs,42.6,40.1,26820,08:00 - 10:00,3
2024-09-27,Mumbai,Industrial,32.5,48.0,19973,17:00 - 19:00,4
2024-09-27,Mumbai,Residential,30.4,36.8,23622,17:00 - 19:00,2
2024-09-28,Mumbai,Downtown,21.4,43.3,29182,12:00 - 14:00,3
2024-09-28,Mumbai,Suburbs,49.1,37.3,31564,12:00 - 14:00,4
2024-09-28,Mumbai,Industrial,36.8,29.3,9906,12:00 - 14:00,1
2024-09-28,Mumbai,Residential,37.0,23.3,12045,12:00 - 14:00,1
2024-09-29,Mumbai,Downtown,12.8,60.2,25056,12:00 - 14:00,6
2024-09-29,Mumbai,Suburbs,33.6,53.9,28693,12:00 - 14:00,11
2024-09-29,Mumbai,Industrial,35.0,37.6,11080,12:00 - 14:00,3
2024-09-29,Mumbai,Residential,24.9,35.3,13110,12:00 - 14:00,3
2024-09-30,Mumbai,Downtown,10.0,99.0,58481,08:00 - 10:00,35
2024-09-30,Mumbai,Suburbs,39.5,52.5,27324,08:00 - 10:00,10
2024-09-30,Mumbai,Industrial,23.4,66.9,20283,08:00 - 10:00,7
2024-09-30,Mumbai,Residential,17.4,56.8,24285,08:00 - 10:00,4
2024-10-01,Mumbai,Downtown,14.5,88.2,65422,08:00 - 10:00,17
2024-10-01,Mumbai,Suburbs,53.6,28.9,27504,08:00 - 10:00,2
2024-10-01,Mumbai,Industrial,32.3,43.3,20054,17:00 - 19:00,3
2024-10-01,Mumbai,Residential,30.1,41.4,24261,08:00 - 10:00,4
2024-10-02,Mumbai,Downtown,11.4,83.6,62324,17:00 - 19:00,24
2024-10-02,Mumbai,Suburbs,47.4,35.4,27121,17:00 - 19:00,3
2024-10-02,Mumbai,Industrial,27.9,44.4,19936,17:00 - 19:00,2
2024-10-02,Mumbai,Residential,26.0,42.9,23066,08:00 - 10:00,2
2024-10-03,Mumbai,Downtown,12.9,86.9,58180,08:00 - 10:00,10
2024-10-03,Mumbai,Suburbs,40.4,40.0,27262,17:00 - 19:00,4
2024-10-03,Mumbai,Industrial,26.1,49.7,19524,08:00 - 10:00,3
2024-10-03,Mumbai,Residential,25.8,43.3,24871,17:00 - 19:00,3
2024-10-04,Mumbai,Downtown,16.3,85.6,58580,08:00 - 10:00,19
