Date,City,Electricity_Consumption,Renewable_Energy_Percent,Peak_Usage,Residential_Consumption,Commercial_Consumption,Industrial_Consumption
2026-03-07,Mumbai,5680.2,29.6,334.1,1988.1,1988.1,1704.1
2026-03-08,Mumbai,5456.5,32.7,342.8,1909.8,1909.8,1637.0
2026-03-09,Mumbai,6257.8,27.2,347.0,2190.2,2190.2,1877.4
2026-03-10,Mumbai,5747.5,32.4,330.5,2011.6,2011.6,1724.2
2026-03-11,Mumbai,5650.2,24.0,313.2,1977.6,1977.6,1695.1
2026-03-12,Mumbai,5891.8,27.6,346.9,2062.1,2062.1,1767.5
2026-03-13,Mumbai,5480.1,40.0,346.4,1918.0,1918.0,1644.0
2026-03-14,Mumbai,5955.1,27.0,341.9,2084.3,2084.3,1786.5
2026-03-15,Mumbai,6469.8,30.3,395.1,2264.4,2264.4,1940.9
2026-03-16,Mumbai,5288.6,28.0,289.0,1851.0,1851.0,1586.6
2026-03-17,Mumbai,5405.5,29.1,324.7,1891.9,1891.9,1621.6
2026-03-18,Mumbai,5641.2,29.0,310.4,1974.4,1974.4,1692.4
2026-03-19,Mumbai,5527.1,27.4,353.6,1934.5,1934.5,1658.1
2026-03-20,Mumbai,5645.8,28.6,318.1,1976.0,1976.0,1693.7
2026-03-21,Mumbai,5321.0,25.1,305.9,1862.4,1862.4,1596.3
2026-03-22,Mumbai,6196.1,32.8,346.0,2168.6,2168.6,1858.8
2026-03-23,Mumbai,5766.0,27.5,350.9,2018.1,2018.1,1729.8
2026-03-24,Mumbai,5535.3,25.7,340.8,1937.4,1937.4,1660.6
2026-03-25,Mumbai,5594.8,30.1,321.5,1958.2,1958.2,1678.4
2026-03-26,Mumbai,5343.9,35.1,331.6,1870.4,1870.4,1603.2
2026-03-27,Mumbai,6584.0,33.0,405.2,2304.4,2304.4,1975.2
2026-03-28,Mumbai,6355.0,36.4,398.6,2224.2,2224.2,1906.5
2026-03-29,Mumbai,5573.9,29.0,321.6,1950.8,1950.8,1672.2
2026-03-30,Mumbai,6403.8,24.6,369.7,2241.3,2241.3,1921.1
2026-03-31,Mumbai,5390.2,25.6,312.6,1886.6,1886.6,1617.0
2026-04-01,Mumbai,5871.1,29.7,353.0,2054.9,2054.9,1761.3
2026-04-02,Mumbai,6072.5,33.4,387.2,2125.4,2125.4,1821.7
2026-04-03,Mumbai,7152.4,30.8,400.9,2503.3,2503.3,2145.7
2026-04-04,Mumbai,6246.1,32.7,343.7,2186.1,2186.1,1873.8
2026-04-05,Mumbai,5756.6,31.7,352.9,2014.8,2014.8,1727.0
2026-04-06,Mumbai,5700.4,32.0,325.2,1995.1,1995.1,1710.1
2026-04-07,Mumbai,6077.6,32.4,361.1,2127.2,2127.2,1823.3
2026-04-08,Mumbai,6004.4,24.1,386.0,2101.5,2101.5,1801.3
2026-04-09,Mumbai,5993.3,29.7,352.5,2097.6,2097.6,1798.0
2026-04-10,Mumbai,6172.7,36.0,357.2,2160.5,2160.5,1851.8
2026-04-11,Mumbai,6178.6,26.5,389.9,2162.5,2162.5,1853.6
2026-04-12,Mumbai,5313.0,29.1,338.2,1859.5,1859.5,1593.9
2026-04-13,Mumbai,6149.3,27.6,351.8,2152.3,2152.3,1844.8
2026-04-14,Mumbai,6031.7,24.4,371.6,2111.1,2111.1,1809.5
2026-04-15,Mumbai,5591.1,30.8,324.2,1956.9,1956.9,1677.3
2026-04-16,Mumbai,5520.2,31.0,350.1,1932.1,1932.1,1656.1
2026-04-17,Mumbai,6595.1,33.8,424.9,2308.3,2308.3,1978.5
2026-04-18,Mumbai,5970.4,29.5,359.8,2089.7,2089.7,1791.1
2026-04-19,Mumbai,6705.5,25.9,363.9,2346.9,2346.9,2011.6
2026-04-20,Mumbai,6093.9,16.1,371.4,2132.8,2132.8,1828.2
2026-04-21,Mumbai,6496.2,34.7,417.3,2273.7,2273.7,1948.9
2026-04-22,Mumbai,6133.1,28.5,354.1,2146.6,2146.6,1839.9
2026-04-23,Mumbai,6502.7,32.9,365.4,2275.9,2275.9,1950.8
2026-04-24,Mumbai,6439.4,19.9,387.9,2253.8,2253.8,1931.8
2026-04-25,Mumbai,6068.7,25.4,387.2,2124.0,2124.0,1820.6
2026-04-26,Mumbai,6445.5,29.5,398.9,2255.9,2255.9,1933.7
2026-04-27,Mumbai,6656.8,25.5,371.5,2329.9,2329.9,1997.0
2026-04-28,Mumbai,6119.5,38.8,356.2,2141.8,2141.8,1835.9
2026-04-29,Mumbai,6352.0,35.4,397.6,2223.2,2223.2,1905.6
2026-04-30,Mumbai,6481.7,25.0,368.6,2268.6,2268.6,1944.5
2026-05-01,Mumbai,6089.3,31.7,359.3,2131.3,2131.3,1826.8
2026-05-02,Mumbai,6099.3,30.1,335.6,2134.8,2134.8,1829.8
2026-05-03,Mumbai,6584.2,26.7,359.4,2304.5,2304.5,1975.3
2026-05-04,Mumbai,6506.4,29.0,359.7,2277.2,2277.2,1951.9
2026-05-05,Mumbai,6042.2,33.8,340.0,2114.8,2114.8,1812.7
2026-05-06,Mumbai,5338.6,29.3,332.3,1868.5,1868.5,1601.6
2026-05-07,Mumbai,6475.5,36.7,351.4,2266.4,2266.4,1942.6
2026-05-08,Mumbai,6584.1,26.6,398.7,2304.5,2304.5,1975.2
2026-05-09,Mumbai,6185.4,27.5,378.4,2164.9,2164.9,1855.6
2026-05-10,Mumbai,7535.0,29.0,475.2,2637.2,2637.2,2260.5
2026-05-11,Mumbai,6767.6,30.7,391.9,2368.7,2368.7,2030.3
2026-05-12,Mumbai,6574.2,26.6,376.1,2301.0,2301.0,1972.2
2026-05-13,Mumbai,7146.9,26.5,420.2,2501.4,2501.4,2144.1
2026-05-14,Mumbai,6272.2,31.2,370.8,2195.3,2195.3,1881.7
2026-05-15,Mumbai,7075.4,24.7,446.3,2476.4,2476.4,2122.6
2026-05-16,Mumbai,6651.6,24.6,402.0,2328.0,2328.0,1995.5
2026-05-17,Mumbai,6659.6,24.6,385.1,2330.9,2330.9,1997.9
2026-05-18,Mumbai,7277.3,31.6,459.0,2547.0,2547.0,2183.2
2026-05-19,Mumbai,6151.3,21.4,367.4,2153.0,2153.0,1845.4
2026-05-20,Mumbai,6476.9,26.5,376.4,2266.9,2266.9,1943.1
2026-05-21,Mumbai,7200.4,33.4,434.6,2520.2,2520.2,2160.1
2026-05-22,Mumbai,7791.5,31.6,444.7,2727.0,2727.0,2337.4
2026-05-23,Mumbai,6953.8,34.4,397.4,2433.8,2433.8,2086.1
2026-05-24,Mumbai,7109.1,28.2,397.4,2488.2,2488.2,2132.7
2026-05-25,Mumbai,6376.3,25.4,374.8,2231.7,2231.7,1912.9
2026-05-26,Mumbai,6769.0,24.4,407.1,2369.1,2369.1,2030.7
2026-05-27,Mumbai,7540.0,29.4,442.0,2639.0,2639.0,2262.0
2026-05-28,Mumbai,6651.1,25.1,408.8,2327.9,2327.9,1995.3
2026-05-29,Mumbai,6359.6,30.4,404.7,2225.9,2225.9,1907.9
2026-05-30,Mumbai,5875.2,33.9,357.7,2056.3,2056.3,1762.5
2026-05-31,Mumbai,6391.7,28.9,402.0,2237.1,2237.1,1917.5
2026-06-01,Mumbai,6887.9,22.0,396.8,2410.8,2410.8,2066.4
2026-06-02,Mumbai,5871.1,30.2,321.4,2054.9,2054.9,1761.3
2026-06-03,Mumbai,6577.4,32.7,371.8,2302.1,2302.1,1973.2
2026-06-04,Mumbai,7485.1,26.0,443.0,2619.8,2619.8,2245.5
2026-06-05,Mumbai,8254.1,35.7,475.8,2888.9,2888.9,2476.2
2026-06-06,Mumbai,6186.1,23.9,351.7,2165.1,2165.1,1855.8
2026-06-07,Mumbai,6258.6,23.1,397.3,2190.5,2190.5,1877.6
2026-06-08,Mumbai,7230.4,22.9,408.5,2530.6,2530.6,2169.1
2026-06-09,Mumbai,7036.1,20.1,418.4,2462.6,2462.6,2110.8
2026-06-10,Mumbai,6297.9,23.4,343.0,2204.3,2204.3,1889.4
2026-06-11,Mumbai,7402.5,28.5,440.3,2590.9,2590.9,2220.7
2026-06-12,Mumbai,6505.5,22.5,362.7,2276.9,2276.9,1951.7
2026-06-13,Mumbai,5545.3,28.9,309.0,1940.9,1940.9,1663.6
2026-06-14,Mumbai,6967.8,31.4,408.9,2438.7,2438.7,2090.3
2026-06-15,Mumbai,7099.6,31.8,439.0,2484.8,2484.8,2129.9
2026-06-16,Mumbai,6489.5,26.3,359.1,2271.3,2271.3,1946.9
2026-06-17,Mumbai,7066.5,24.6,388.0,2473.3,2473.3,2119.9
2026-06-18,Mumbai,7587.1,31.1,464.4,2655.5,2655.5,2276.1
2026-06-19,Mumbai,7138.5,30.7,407.9,2498.5,2498.5,2141.5
2026-06-20,Mumbai,6922.7,32.2,412.8,2422.9,2422.9,2076.8
2026-06-21,Mumbai,7216.8,18.8,443.5,2525.9,2525.9,2165.1
2026-06-22,Mumbai,5827.3,34.0,325.7,2039.6,2039.6,1748.2
2026-06-23,Mumbai,6677.9,20.3,413.4,2337.3,2337.3,2003.4
2026-06-24,Mumbai,8323.2,26.5,486.1,2913.1,2913.1,2497.0
2026-06-25,Mumbai,7354.4,30.8,429.0,2574.0,2574.0,2206.3
2026-06-26,Mumbai,6920.3,24.2,416.4,2422.1,2422.1,2076.1
2026-06-27,Mumbai,7699.6,30.5,452.9,2694.8,2694.8,2309.9
2026-06-28,Mumbai,7215.7,24.1,451.7,2525.5,2525.5,2164.7
2026-06-29,Mumbai,6312.5,30.9,348.9,2209.4,2209.4,1893.7
2026-06-30,Mumbai,6796.5,32.7,422.1,2378.8,2378.8,2038.9
2026-07-01,Mumbai,6314.6,24.3,402.6,2210.1,2210.1,1894.4
2026-07-02,Mumbai,7836.7,25.3,492.4,2742.8,2742.8,2351.0
2026-07-03,Mumbai,6668.5,34.1,369.3,2334.0,2334.0,2000.5
2026-07-04,Mumbai,7093.9,27.9,448.4,2482.9,2482.9,2128.2
2026-07-05,Mumbai,6551.5,34.1,387.0,2293.0,2293.0,1965.4
2026-07-06,Mumbai,7113.7,29.6,400.1,2489.8,2489.8,2134.1
2026-07-07,Mumbai,6399.6,23.8,387.8,2239.9,2239.9,1919.9
2026-07-08,Mumbai,6397.4,32.1,405.3,2239.1,2239.1,1919.2
2026-07-09,Mumbai,6798.3,28.1,405.4,2379.4,2379.4,2039.5
2026-07-10,Mumbai,7317.2,20.9,439.6,2561.0,2561.0,2195.2
2026-07-11,Mumbai,7272.2,23.0,425.6,2545.3,2545.3,2181.6
2026-07-12,Mumbai,6345.0,31.7,357.7,2220.8,2220.8,1903.5
2026-07-13,Mumbai,6444.8,23.1,404.2,2255.7,2255.7,1933.4
2026-07-14,Mumbai,5876.0,22.6,378.4,2056.6,2056.6,1762.8
2026-07-15,Mumbai,7627.3,27.1,415.1,2669.6,2669.6,2288.2
2026-07-16,Mumbai,6803.3,35.1,429.3,2381.2,2381.2,2041.0
2026-07-17,Mumbai,6863.5,31.6,440.8,2402.2,2402.2,2059.0
2026-07-18,Mumbai,7772.8,30.1,429.2,2720.5,2720.5,2331.8
2026-07-19,Mumbai,7787.3,26.0,490.7,2725.6,2725.6,2336.2
2026-07-20,Mumbai,5971.7,31.0,336.7,2090.1,2090.1,1791.5
2026-07-21,Mumbai,6824.9,23.3,409.0,2388.7,2388.7,2047.5
2026-07-22,Mumbai,7627.2,37.0,453.2,2669.5,2669.5,2288.2
2026-07-23,Mumbai,6941.3,32.1,405.9,2429.5,2429.5,2082.4
2026-07-24,Mumbai,6556.1,26.2,407.4,2294.6,2294.6,1966.8
2026-07-25,Mumbai,6950.0,20.8,390.4,2432.5,2432.5,2085.0
2026-07-26,Mumbai,7974.8,28.1,482.7,2791.2,2791.2,2392.4
2026-07-27,Mumbai,6883.8,26.4,421.5,2409.3,2409.3,2065.1
2026-07-28,Mumbai,6989.6,29.6,439.8,2446.4,2446.4,2096.9
2026-07-29,Mumbai,6883.5,31.3,408.9,2409.2,2409.2,2065.1
2026-07-30,Mumbai,6981.5,28.1,432.3,2443.5,2443.5,2094.5
2026-07-31,Mumbai,6617.8,22.2,375.7,2316.2,2316.2,1985.3
2026-08-01,Mumbai,6870.3,31.0,436.1,2404.6,2404.6,2061.1
2026-08-02,Mumbai,7526.5,23.4,466.4,2634.3,2634.3,2257.9
2026-08-03,Mumbai,7051.3,23.9,396.9,2468.0,2468.0,2115.4
2026-08-04,Mumbai,5435.2,29.1,300.7,1902.3,1902.3,1630.5
2026-08-05,Mumbai,6667.6,27.0,385.9,2333.7,2333.7,2000.3
2026-08-06,Mumbai,6137.1,22.9,392.8,2148.0,2148.0,1841.1
2026-08-07,Mumbai,6548.6,28.0,372.5,2292.0,2292.0,1964.6
2026-08-08,Mumbai,6743.1,28.7,387.6,2360.1,2360.1,2022.9
2026-08-09,Mumbai,6354.0,24.4,370.4,2223.9,2223.9,1906.2
2026-08-10,Mumbai,6528.4,32.1,384.3,2284.9,2284.9,1958.5
2026-08-11,Mumbai,6558.0,32.4,369.1,2295.3,2295.3,1967.4
2026-08-12,Mumbai,6946.8,27.0,405.2,2431.4,2431.4,2084.0
2026-08-13,Mumbai,5499.2,30.8,350.5,1924.7,1924.7,1649.8
2026-08-14,Mumbai,7053.6,23.3,406.0,2468.8,2468.8,2116.1
2026-08-15,Mumbai,7222.4,28.9,402.0,2527.9,2527.9,2166.7
2026-08-16,Mumbai,6507.7,33.7,403.7,2277.7,2277.7,1952.3
2026-08-17,Mumbai,7067.4,27.5,412.0,2473.6,2473.6,2120.2
2026-08-18,Mumbai,6868.8,31.9,374.6,2404.1,2404.1,2060.6
2026-08-19,Mumbai,5346.8,24.0,303.1,1871.4,1871.4,1604.0
2026-08-20,Mumbai,6703.1,24.0,366.4,2346.1,2346.1,2010.9
2026-08-21,Mumbai,6247.5,27.9,349.3,2186.6,2186.6,1874.2
2026-08-22,Mumbai,6714.6,24.4,386.3,2350.1,2350.1,2014.4
2026-08-23,Mumbai,6218.6,37.4,366.9,2176.5,2176.5,1865.6
2026-08-24,Mumbai,7014.2,23.5,409.9,2455.0,2455.0,2104.3
2026-08-25,Mumbai,6799.1,34.2,378.8,2379.7,2379.7,2039.7
2026-08-26,Mumbai,5457.0,22.5,343.3,1910.0,1910.0,1637.1
2026-08-27,Mumbai,6635.6,30.7,376.8,2322.5,2322.5,1990.7
2026-08-28,Mumbai,6641.7,22.5,398.8,2324.6,2324.6,1992.5
2026-08-29,Mumbai,6052.4,31.1,352.1,2118.4,2118.4,1815.7
2026-08-30,Mumbai,7304.0,21.9,407.1,2556.4,2556.4,2191.2
2026-08-31,Mumbai,6017.2,28.9,344.1,2106.0,2106.0,1805.2
2026-09-01,Mumbai,6999.0,31.7,442.2,2449.6,2449.6,2099.7
2026-09-02,Mumbai,6202.7,29.1,377.8,2170.9,2170.9,1860.8
2026-09-03,Mumbai,6274.0,27.6,360.1,2195.9,2195.9,1882.2
2026-09-04,Mumbai,7267.8,25.5,452.6,2543.7,2543.7,2180.3
2026-09-05,Mumbai,6216.5,22.7,353.4,2175.8,2175.8,1864.9
2026-09-06,Mumbai,7176.6,35.3,457.0,2511.8,2511.8,2153.0
2026-09-07,Mumbai,7611.4,31.6,447.1,2664.0,2664.0,2283.4
2026-09-08,Mumbai,6554.2,30.5,391.4,2294.0,2294.0,1966.3
2026-09-09,Mumbai,6466.8,31.1,370.8,2263.4,2263.4,1940.1
2026-09-10,Mumbai,6830.8,37.9,427.7,2390.8,2390.8,2049.3
2026-09-11,Mumbai,5779.7,26.5,367.2,2022.9,2022.9,1733.9
2026-09-12,Mumbai,6171.0,29.0,396.1,2159.8,2159.8,1851.3
2026-09-13,Mumbai,6278.2,29.1,388.2,2197.4,2197.4,1883.5
2026-09-14,Mumbai,6047.4,27.9,348.7,2116.6,2116.6,1814.2
2026-09-15,Mumbai,6836.0,31.5,410.0,2392.6,2392.6,2050.8
2026-09-16,Mumbai,6215.8,32.6,401.1,2175.5,2175.5,1864.7
2026-09-17,Mumbai,6349.0,29.9,407.3,2222.1,2222.1,1904.7
2026-09-18,Mumbai,6356.8,20.8,380.5,2224.9,2224.9,1907.0
2026-09-19,Mumbai,6872.7,26.7,406.5,2405.5,2405.5,2061.8
2026-09-20,Mumbai,6556.1,21.2,395.3,2294.6,2294.6,1966.8
2026-09-21,Mumbai,6167.9,31.8,345.8,2158.8,2158.8,1850.4
2026-09-22,Mumbai,7343.4,28.8,441.4,2570.2,2570.2,2203.0
2026-09-23,Mumbai,6628.1,28.7,398.6,2319.8,2319.8,1988.4
2026-09-24,Mumbai,6801.8,29.8,413.0,2380.6,2380.6,2040.6
2026-09-25,Mumbai,6677.2,25.1,383.2,2337.0,2337.0,2003.2
2026-09-26,Mumbai,6404.2,29.6,358.4,2241.5,2241.5,1921.3
2026-09-27,Mumbai,5666.8,30.2,324.4,1983.4,1983.4,1700.0
2026-09-28,Mumbai,6030.8,26.4,365.9,2110.8,2110.8,1809.2
2026-09-29,Mumbai,5713.1,29.7,364.2,1999.6,1999.6,1713.9
2026-09-30,Mumbai,6409.2,21.3,392.2,2243.2,2243.2,1922.8
2026-10-01,Mumbai,5609.0,31.9,333.1,1963.2,1963.2,1682.7
2026-10-02,Mumbai,6473.5,22.9,351.2,2265.7,2265.7,1942.0
2026-10-03,Mumbai,5627.6,35.3,358.4,1969.6,1969.6,1688.3
2026-10-04,Mumbai,5805.4,24.2,330.6,2031.9,2031.9,1741.6
2026-10-05,Mumbai,5876.1,33.2,332.5,2056.6,2056.6,1762.8
2026-10-06,Mumbai,6907.8,22.8,418.8,2417.7,2417.7,2072.3
2026-10-07,Mumbai,7050.9,24.3,413.3,2467.8,2467.8,2115.3
2026-10-08,Mumbai,6648.8,32.6,397.8,2327.1,2327.1,1994.6
2026-10-09,Mumbai,5856.6,30.2,329.4,2049.8,2049.8,1757.0
2026-10-10,Mumbai,6184.7,22.9,385.8,2164.7,2164.7,1855.4
2026-10-11,Mumbai,6199.7,30.2,353.5,2169.9,2169.9,1859.9
2026-10-12,Mumbai,6644.2,38.1,381.1,2325.5,2325.5,1993.3
2026-10-13,Mumbai,5693.5,32.6,315.3,1992.7,1992.7,1708.0
2026-10-14,Mumbai,6602.1,34.7,381.4,2310.7,2310.7,1980.6
2026-10-15,Mumbai,6506.4,28.3,407.1,2277.2,2277.2,1951.9
2026-10-16,Mumbai,5285.0,21.4,332.4,1849.7,1849.7,1585.5
2026-10-17,Mumbai,6067.4,27.4,390.5,2123.6,2123.6,1820.2
2026-10-18,Mumbai,5359.1,26.3,309.2,1875.7,1875.7,1607.7
2026-10-19,Mumbai,6529.8,28.1,389.4,2285.4,2285.4,1958.9
2026-10-20,Mumbai,6211.0,25.0,367.7,2173.8,2173.8,1863.3
2026-10-21,Mumbai,5893.7,31.6,367.6,2062.8,2062.8,1768.1
2026-10-22,Mumbai,5987.6,29.7,375.2,2095.7,2095.7,1796.3
2026-10-23,Mumbai,6168.9,34.9,374.9,2159.1,2159.1,1850.7
2026-10-24,Mumbai,5451.6,28.5,296.8,1908.1,1908.1,1635.5
2026-10-25,Mumbai,5378.0,28.7,315.6,1882.3,1882.3,1613.4
2026-10-26,Mumbai,6213.3,28.5,388.8,2174.7,2174.7,1864.0
2026-10-27,Mumbai,6099.3,30.0,354.8,2134.7,2134.7,1829.8
2026-10-28,Mumbai,5119.6,23.5,292.3,1791.9,1791.9,1535.9
2026-10-29,Mumbai,6075.8,24.9,376.0,2126.5,2126.5,1822.7
2026-10-30,Mumbai,6151.1,32.4,359.6,2152.9,2152.9,1845.3
2026-10-31,Mumbai,5379.5,29.1,334.0,1882.8,1882.8,1613.9
2026-11-01,Mumbai,5754.9,30.2,362.2,2014.2,2014.2,1726.5
2026-11-02,Mumbai,5904.1,24.6,341.2,2066.4,2066.4,1771.2
2026-11-03,Mumbai,5608.5,32.3,332.8,1963.0,1963.0,1682.6
2026-11-04,Mumbai,5561.1,25.9,353.4,1946.4,1946.4,1668.3
2026-11-05,Mumbai,6563.5,28.3,422.8,2297.2,2297.2,1969.0
2026-11-06,Mumbai,6034.4,34.9,383.6,2112.0,2112.0,1810.3
2026-11-07,Mumbai,5696.2,31.8,309.8,1993.7,1993.7,1708.9
2026-11-08,Mumbai,6156.9,27.7,337.5,2154.9,2154.9,1847.1
2026-11-09,Mumbai,6190.2,29.1,338.2,2166.6,2166.6,1857.1
2026-11-10,Mumbai,5305.9,34.4,311.5,1857.1,1857.1,1591.8
2026-11-11,Mumbai,5367.8,27.7,295.9,1878.7,1878.7,1610.3
2026-11-12,Mumbai,5343.5,30.5,301.6,1870.2,1870.2,1603.1
2026-11-13,Mumbai,6225.8,26.5,377.3,2179.0,2179.0,1867.7
2026-11-14,Mumbai,5376.6,31.5,341.2,1881.8,1881.8,1613.0
2026-11-15,Mumbai,5541.2,30.6,311.2,1939.4,1939.4,1662.4
2026-11-16,Mumbai,6182.4,33.1,370.6,2163.8,2163.8,1854.7
2026-11-17,Mumbai,5628.7,33.4,336.5,1970.1,1970.1,1688.6
2026-11-18,Mumbai,5473.2,32.5,339.9,1915.6,1915.6,1641.9
2026-11-19,Mumbai,6068.3,26.2,341.0,2123.9,2123.9,1820.5
2026-11-20,Mumbai,5352.4,35.2,327.0,1873.3,1873.3,1605.7
2026-11-21,Mumbai,5448.9,25.7,339.9,1907.1,1907.1,1634.7
2026-11-22,Mumbai,6229.3,27.8,354.4,2180.3,2180.3,1868.8
2026-11-23,Mumbai,5485.3,27.7,324.4,1919.9,1919.9,1645.6
2026-11-24,Mumbai,5288.2,29.1,315.8,1850.9,1850.9,1586.5
2026-11-25,Mumbai,5752.1,27.9,320.8,2013.2,2013.2,1725.6
2026-11-26,Mumbai,6055.1,31.0,380.8,2119.3,2119.3,1816.5
2026-11-27,Mumbai,5601.9,22.4,316.8,1960.7,1960.7,1680.6
2026-11-28,Mumbai,5268.3,33.5,329.8,1843.9,1843.9,1580.5
2026-11-29,Mumbai,5693.9,26.6,314.6,1992.9,1992.9,1708.2
2026-11-30,Mumbai,5226.3,31.4,323.3,1829.2,1829.2,1567.9
2026-12-01,Mumbai,5921.4,35.8,355.3,2072.5,2072.5,1776.4
2026-12-02,Mumbai,5462.1,29.7,321.3,1911.7,1911.7,1638.6
2026-12-03,Mumbai,5183.3,28.5,295.9,1814.1,1814.1,1555.0
2026-12-04,Mumbai,5236.0,31.1,290.9,1832.6,1832.6,1570.8
2026-12-05,Mumbai,5319.3,26.4,288.4,1861.7,1861.7,1595.8
2026-12-06,Mumbai,5850.0,31.8,353.1,2047.5,2047.5,1755.0
2026-12-07,Mumbai,5889.4,32.2,376.9,2061.3,2061.3,1766.8
2026-12-08,Mumbai,5296.4,29.8,297.3,1853.7,1853.7,1588.9
2026-12-09,Mumbai,5379.0,22.8,317.6,1882.7,1882.7,1613.7
2026-12-10,Mumbai,5674.9,33.2,332.1,1986.2,1986.2,1702.5
2026-12-11,Mumbai,6117.8,33.5,391.8,2141.2,2141.2,1835.3
2026-12-12,Mumbai,5562.3,28.4,314.7,1946.8,1946.8,1668.7
2026-12-13,Mumbai,6279.4,36.7,350.7,2197.8,2197.8,1883.8
2026-12-14,Mumbai,5592.9,28.7,344.3,1957.5,1957.5,1677.9
2026-12-15,Mumbai,6309.1,32.2,374.5,2208.2,2208.2,1892.7
2026-12-16,Mumbai,5432.0,29.2,320.0,1901.2,1901.2,1629.6
2026-12-17,Mumbai,5361.9,26.9,328.8,1876.7,1876.7,1608.6
2026-12-18,Mumbai,5961.7,24.3,330.1,2086.6,2086.6,1788.5
2026-12-19,Mumbai,5616.9,27.3,310.2,1965.9,1965.9,1685.1
2026-12-20,Mumbai,5932.9,34.4,325.0,2076.5,2076.5,1779.9
2026-12-21,Mumbai,5660.4,29.5,364.6,1981.1,1981.1,1698.1
2026-12-22,Mumbai,5588.7,31.4,329.8,1956.1,1956.1,1676.6
2026-12-23,Mumbai,5593.5,32.0,337.0,1957.7,1957.7,1678.1
2026-12-24,Mumbai,5799.1,30.5,345.9,2029.7,2029.7,1739.7
2026-12-25,Mumbai,5615.8,37.6,329.6,1965.5,1965.5,1684.8
2026-12-26,Mumbai,5350.6,26.2,301.0,1872.7,1872.7,1605.2
2026-12-27,Mumbai,5505.8,30.1,309.8,1927.0,1927.0,1651.7
2026-12-28,Mumbai,5344.6,29.9,321.4,1870.6,1870.6,1603.4
2026-12-29,Mumbai,6233.4,28.2,379.6,2181.7,2181.7,1870.0
2026-12-30,Mumbai,5376.3,34.6,292.4,1881.7,1881.7,1612.9
2026-12-31,Mumbai,5367.2,27.3,343.2,1878.5,1878.5,1610.1
2024-01-01,Bengaluru,3142.1,64.1,199.4,1099.7,1099.7,942.6
2024-01-02,Bengaluru,3171.4,57.7,176.8,1110.0,1110.0,951.4
2024-01-03,Bengaluru,2802.1,63.8,178.6,980.7,980.7,840.6
2024-01-04,Bengaluru,3001.5,56.6,186.8,1050.5,1050.5,900.4
2024-01-05,Bengaluru,3204.1,58.8,205.2,1121.4,1121.4,961.2
2024-01-06,Bengaluru,3149.9,60.1,185.2,1102.5,1102.5,945.0
2024-01-07,Bengaluru,3157.4,61.3,192.4,1105.1,1105.1,947.2
2024-01-08,Bengaluru,2944.2,60.9,171.0,1030.5,1030.5,883.2
2024-01-09,Bengaluru,2962.4,57.1,187.3,1036.8,1036.8,888.7
2024-01-10,Bengaluru,3043.2,58.6,183.8,1065.1,1065.1,913.0
2024-01-11,Bengaluru,2973.0,59.6,175.7,1040.5,1040.5,891.9
2024-01-12,Bengaluru,3210.8,60.0,190.3,1123.8,1123.8,963.2
2024-01-13,Bengaluru,3018.6,62.3,194.0,1056.5,1056.5,905.6
2024-01-14,Bengaluru,2703.6,55.1,153.2,946.3,946.3,811.1
2024-01-15,Bengaluru,3122.7,59.8,195.8,1093.0,1093.0,936.8
2024-01-16,Bengaluru,2746.6,54.8,152.7,961.3,961.3,824.0
2024-01-17,Bengaluru,3276.8,61.8,189.3,1146.9,1146.9,983.0
2024-01-18,Bengaluru,2808.3,60.7,164.8,982.9,982.9,842.5
2024-01-19,Bengaluru,3115.1,63.1,176.5,1090.3,1090.3,934.5
2024-01-20,Bengaluru,3193.9,55.7,194.2,1117.9,1117.9,958.2
2024-01-21,Bengaluru,3233.7,62.3,183.0,1131.8,1131.8,970.1
2024-01-22,Bengaluru,2953.6,56.5,181.9,1033.7,1033.7,886.1
2024-01-23,Bengaluru,3044.1,64.1,195.5,1065.4,1065.4,913.2
2024-01-24,Bengaluru,3270.8,61.9,184.9,1144.8,1144.8,981.3
2024-01-25,Bengaluru,2981.6,63.0,168.1,1043.6,1043.6,894.5
2024-01-26,Bengaluru,3162.0,61.8,196.7,1106.7,1106.7,948.6
2024-01-27,Bengaluru,2737.8,56.2,157.0,958.2,958.2,821.3
2024-01-28,Bengaluru,2929.1,63.8,168.4,1025.2,1025.2,878.7
2024-01-29,Bengaluru,3086.8,56.7,184.9,1080.4,1080.4,926.1
2024-01-30,Bengaluru,3090.1,60.1,196.7,1081.5,1081.5,927.0
2024-01-31,Bengaluru,3113.7,64.1,181.6,1089.8,1089.8,934.1
2024-02-01,Bengaluru,3118.9,58.5,192.6,1091.6,1091.6,935.7
2024-02-02,Bengaluru,3157.5,59.4,199.5,1105.1,1105.1,947.2
2024-02-03,Bengaluru,3200.0,60.6,204.1,1120.0,1120.0,960.0
2024-02-04,Bengaluru,3139.4,57.7,177.7,1098.8,1098.8,941.8
2024-02-05,Bengaluru,3023.8,59.6,186.2,1058.3,1058.3,907.1
2024-02-06,Bengaluru,3134.6,58.8,195.1,1097.1,1097.1,940.4
2024-02-07,Bengaluru,3151.2,58.3,175.3,1102.9,1102.9,945.4
2024-02-08,Bengaluru,3406.9,65.0,187.6,1192.4,1192.4,1022.1
2024-02-09,Bengaluru,2924.0,55.6,187.6,1023.4,1023.4,877.2
